ticker,year,cash,current_assets,current_liabilities,depreciation,ebit,equity,export_sales,interest_expense,lt_debt,lt_liabilities,net_fx_position,net_income,pretax_income,retained_earnings,revenue,st_debt,total_assets,total_liabilities,total_debt,total_debt_lag,total_assets_lag,debt_to_assets,leverage,st_debt_share,implied_rate,icr,roa,cash_ratio,current_ratio,altman_z,export_share,fx_exposure,country
DOAS,2012,37225000.0,1019903000.0,920118000.0,24184000.0,306326000.0,1186893000.0,0.0,-60840000.0,96338000.0,115841000.0,10004000.0,258728000.0,310429000.0,180393000.0,5132341000.0,495424000.0,2222852000.0,1035959000.0,591762000.0,591029000.0,1905092000.0,0.2662174539735439,0.4660494715797543,0.8372014424718045,0.10287531778648976,5.034944115713347,0.1378076453133182,0.04045676750155958,1.1084480468809434,5.938090497465499,0.0,0.0045005245513421496,TR
DOAS,2013,82246000.0,1281701000.0,1075520000.0,30551000.0,307535000.0,1118064000.0,0.0,-68390000.0,259210000.0,270762000.0,45099000.0,224728000.0,275880000.0,170930000.0,6602663000.0,638044000.0,2464346000.0,1346282000.0,897254000.0,591762000.0,2222852000.0,0.36409416534853467,0.5463039686797228,0.7111074456062609,0.09185932186087993,4.49678315543208,0.12479375866862852,0.07647091639393037,1.1917035480511753,5.735584852195186,0.0,0.018300595776729402,TR
DOAS,2014,40621000.0,1442182000.0,1528824000.0,38451000.0,326235000.0,1236335000.0,0.0,-123378000.0,46603000.0,62098000.0,15235000.0,253078000.0,296297000.0,148466000.0,7692702000.0,1029340000.0,2827257000.0,1590922000.0,1075943000.0,897254000.0,2464346000.0,0.3805607343089079,0.5627086607266336,0.9566863672146201,0.1250539099745236,2.644191022710694,0.11538922708476802,0.026570095707550378,0.9433276819306866,4.811547605128426,0.0,0.005388615184258099,TR
DOAS,2015,71870000.0,2489232000.0,2304035000.0,49584000.0,446568000.0,1362883000.0,0.0,-171488000.0,296208000.0,312985000.0,243801000.0,302444000.0,365389000.0,235916000.0,10889161000.0,1644916000.0,3979903000.0,2617020000.0,1941124000.0,1075943000.0,2827257000.0,0.4877314849130745,0.6575587394969173,0.8474038752805075,0.11367861568868043,2.6040772532188843,0.11220574973812175,0.03119310253533475,1.0803794213195546,5.0493373620473365,0.0,0.06125802563529815,TR
DOAS,2016,89098000.0,3140398000.0,3679080000.0,65811000.0,425956000.0,1118713000.0,0.0,-272697000.0,28172000.0,54061000.0,124540000.0,237943000.0,275132000.0,-60557000.0,11925176000.0,2730263000.0,4851854000.0,3733141000.0,2758435000.0,1941124000.0,3979903000.0,0.568532152863627,0.7694256669718421,0.9897869625349156,0.11605216574576466,1.5620120500042172,0.08779241914534114,0.024217467410330845,0.8535824173434663,3.38559992129624,0.0,0.025668538253624286,TR
DOAS,2017,106385000.0,3194267000.0,3769004000.0,82249000.0,474034000.0,1327445000.0,0.0,-353265000.0,11106000.0,70433000.0,158508000.0,183719000.0,226129000.0,177117000.0,13220361000.0,2963732000.0,5166882000.0,3839437000.0,2974838000.0,2758435000.0,4851854000.0,0.5757511009541151,0.7430858688083064,0.9962666874633174,0.1232332735594485,1.3418651720379884,0.09174469244701157,0.028226290022509926,0.8475095807804927,3.611601077536025,0.0,0.0306776891750189,TR
DOAS,2018,365892000.0,2817143000.0,3363145000.0,83157000.0,526668000.0,1307872000.0,0.0,-508158000.0,60000000.0,127645000.0,-300353000.0,134356000.0,148798000.0,217534000.0,10688489000.0,2650665000.0,4798662000.0,3490790000.0,2710665000.0,2974838000.0,5166882000.0,0.5648793351146633,0.727450693547493,0.9778652101974976,0.17875568793121735,1.0364256786275134,0.10975309367486187,0.10879459553483421,0.8376513650169707,3.7823098259083063,0.0,-0.06259098890482388,TR
DOAS,2019,648342000.0,2514625000.0,3093170000.0,126005000.0,486103000.0,1252541000.0,0.0,-688209000.0,236119000.0,319233000.0,23436000.0,76759000.0,57234000.0,292547000.0,9844133000.0,2201933000.0,4664944000.0,3412403000.0,2438052000.0,2710665000.0,4798662000.0,0.5226326403918247,0.7314992420059062,0.9031525988781207,0.26733223053432537,0.7063304897204192,0.10420339451020205,0.20960438643850807,0.81296049037072,3.7265261457913663,0.0,0.005023854520011387,TR
DOAS,2020,655599000.0,4601874000.0,4467121000.0,130712000.0,1444467000.0,2295734000.0,0.0,-468388000.0,234307000.0,354279000.0,377436000.0,1041870000.0,1287663000.0,359566000.0,18900148000.0,2152609000.0,7117134000.0,4821400000.0,2386916000.0,2438052000.0,4664944000.0,0.33537600950045343,0.6774356082097092,0.9018369310021802,0.194151753959819,3.0839112018241286,0.2029562742530912,0.1467609675224826,1.030165513761548,5.4027324630108104,0.0,0.05303202103543365,TR
DOAS,2021,9262471000.0,19350280000.0,14707272000.0,182141000.0,3092743000.0,18254226000.0,0.0,-651276000.0,4635523000.0,5802979000.0,3455932000.0,2336056000.0,2968589000.0,11881453000.0,24306203000.0,8690309000.0,38764477000.0,20510251000.0,13325832000.0,2386916000.0,7117134000.0,0.34376400847611077,0.529099128565568,0.652140069002821,0.08289778465230907,4.748744004078148,0.07978291568334586,0.6297885155044389,1.3156947121124842,6.5055710633367765,0.0,0.08915203473530676,TR
