total_assets,current_assets,cash,current_liabilities,equity,st_debt,lt_debt,total_debt_reported,retained_earnings,revenue,ebit,ebitda,interest_expense,pretax_income,net_income,ticker,year,total_debt,total_liabilities,total_debt_lag,debt_to_assets,leverage,st_debt_share,implied_rate,icr,roa,current_ratio,altman_z,country,source
4216045743243.0,1850417441563.0,29140262013.0,2002560856225.0,958167341666.0,706648173400.0,1154060000000.0,1860708173400.0,-2091637203621.0,699211698323.0,655603745482.0,897635543985.0,228136583441.0,427467162041.0,364693362743.0,DLG,2025,1860708173400.0,3257878401577.0,2298138296411.0,0.44133965490818783,0.7727331722617948,0.37977377833987214,0.10971147172517177,2.87373351346585,0.15550204751282107,0.9240255724618509,2.749727789030429,VN,yahoo
,,,,,,,,,,,,,,,DPG,2021,,,,,,,,,,,,VN,yahoo
6138985381151.0,3292870676403.0,1171279077469.0,2218915595502.0,1672983367272.0,999924715248.0,1661518096614.0,2661442811862.0,1015425738156.0,3319477249236.0,765173599832.0,900034755149.0,181070575358.0,584103024474.0,383255183201.0,DPG,2022,2661442811862.0,4466002013879.0,,0.43353138126597157,0.7274821060156472,0.3757077592617638,0.06803474211468001,4.225830719978399,0.12464170417824605,1.483999969659969,6.167758111115556,VN,yahoo
6689450921725.0,3768010308814.0,1432080508529.0,2879750939103.0,1810085780999.0,1080139937180.0,1458192015626.0,2538331952806.0,1152528151883.0,3450139573539.0,498486852879.0,640829558426.0,181379090447.0,317107762432.0,203043479885.0,DPG,2023,2538331952806.0,4879365140726.0,2661442811862.0,0.3794529599675191,0.7294119050757255,0.4255313951297658,0.0697642104344421,2.7483148782503166,0.07451835116393317,1.3084500668615737,5.573016081419295,VN,yahoo
6418594868132.0,3527394763967.0,1016565558779.0,2481447488907.0,1966284821398.0,1143534836414.0,1323836227593.0,2467371064007.0,1271571636726.0,3577535172372.0,456873526618.0,599991093354.0,113018336516.0,343855190102.0,223868297979.0,DPG,2024,2467371064007.0,4452310046734.0,2538331952806.0,0.38440984587722976,0.6936580572859482,0.4634628544913323,0.04515582971518586,4.042472581901083,0.0711796796657714,1.4215069147083612,5.906862010992059,VN,yahoo
8127916614037.0,4687777557118.0,796256459555.0,2479441966507.0,2226539246952.0,1064627454659.0,2723185043671.0,3787812498330.0,1153831282280.0,4483983693366.0,602399954971.0,748270827091.0,116270914765.0,486129040206.0,327129191404.0,DPG,2025,3787812498330.0,5901377367085.0,2467371064007.0,0.46602501947281383,0.7260627350547935,0.281066566818812,0.0371758601826099,5.181002972140846,0.07411492804080307,1.8906583095881326,6.389331210467091,VN,yahoo
,,,,,,,,,,,,,,,DPM,2021,,,,,,,,,,,,VN,yahoo
17698795735776.0,13578923480222.0,2083841053069.0,2995517551891.0,13831023003987.0,,,707152179119.0,6401099929390.0,18627179544265.0,6670369645855.0,7185171205494.0,64787709845.0,6605581936010.0,5564877377993.0,DPM,2022,707152179119.0,3867772731789.0,,0.0399548189422615,0.2185331018861786,,0.0916177758593847,102.9573303611655,0.37688268430442673,4.533080926750018,14.639159936082565,VN,yahoo
13309260029583.0,9565106752268.0,1241561362115.0,1484492945240.0,11370403526941.0,,,0.0,2838340934833.0,13569185518411.0,741604828076.0,1144903901834.0,50638299383.0,690966528693.0,519466561842.0,DPM,2023,0.0,1938856502642.0,707152179119.0,0.0,0.14567725766364392,,0.14321754461985065,14.645136924265813,0.05572096618652026,6.4433494163366305,14.46024144667415,VN,yahoo
16552286447507.0,13219573591341.0,1004912303570.0,5198718914842.0,11002431639788.0,3422025863029.0,,3422025863029.0,2470369047680.0,13495896461688.0,717169760777.0,1111008735160.0,47838183679.0,669331577098.0,537763664155.0,DPM,2024,3422025863029.0,5549854807719.0,0.0,0.20674037232749823,0.3352923371233032,1.0,0.027958984293973813,14.991575884011313,0.04332753441957353,2.5428521541335862,9.288123925906694,VN,yahoo
17776328981155.0,14509456783696.0,1168353223865.0,6028505903383.0,11352256977563.0,4164180521176.0,0.0,4164180521176.0,2656086182393.0,12383890195281.0,1494592610830.0,1884709526625.0,142016103915.0,1352576506915.0,1073241128259.0,DPM,2025,4164180521176.0,6424072003592.0,3422025863029.0,0.23425424482133073,0.3613835010818191,1.0,0.03744061174256667,10.524106559947237,0.08407768625425666,2.4068080907997067,9.287328140153875,VN,yahoo
,,,,,28984522200.0,24889515600.0,53874037800.0,,,,,4985930163.0,,,DPR,2021,53874037800.0,,,,,0.5380053803949331,0.09254792041965713,,,,,VN,yahoo
4198949704824.0,1875308422803.0,311048755901.0,356177136571.0,2285097330096.0,5000000000.0,0.0,5000000000.0,410224459577.0,1210731831577.0,357585740613.0,486194763118.0,956705419.0,356629035194.0,252292001241.0,DPR,2022,5000000000.0,1913852374728.0,53874037800.0,0.0011907739676556988,0.4557931171524284,1.0,0.032500078294273205,373.7678636614893,0.08516075822536871,5.265100508294917,7.767780884061549,VN,yahoo
4258257438099.0,2006038664631.0,319773928740.0,239216576860.0,2350057635730.0,,,0.0,373371656355.0,1041122401105.0,152075605207.0,282447928203.0,0.0,303963728310.0,208841302416.0,DPR,2023,0.0,1908199802369.0,5000000000.0,0.0,0.44811752931989746,,0.0,inf,0.03571310739608327,8.385868115674198,7.790823526765099,VN,yahoo
4488156217220.0,2200223977759.0,325585437397.0,255622730709.0,2480591581802.0,,,,401434240446.0,1224455210843.0,219438065056.0,355990176824.0,,377687553662.0,261993113128.0,DPR,2024,,2007564635418.0,0.0,,0.4473027537935169,,,,0.04889269767707009,8.607309575546813,8.009823779005702,VN,yahoo
4752318413852.0,2540602037710.0,286178224380.0,303416233049.0,2577571214331.0,,,,398412386551.0,1188005116810.0,269175488020.0,408076523325.0,,425127270985.0,288935107540.0,DPR,2025,,2174747199521.0,,,0.4576181581566743,,,,0.05664087811023154,8.373322719683582,8.23658343771313,VN,yahoo
,,,,,,,,,,,,,,,DRC,2021,,,,,,,,,,,,VN,yahoo
3417798778419.0,2457425816063.0,155305504390.0,1506929882468.0,1909762920951.0,685374254165.0,18000000.0,686992002922.0,318473704098.0,4898587722919.0,405234224532.0,408992951693.0,18773589085.0,386460635447.0,307184677256.0,DRC,2022,685392254165.0,1508035857468.0,,0.2005361633612754,0.4412301470145603,0.9999737376664376,0.027391014373034456,21.585335797925822,0.11856585211826093,1.6307499404274266,7.504590555864821,VN,yahoo
3384337031687.0,2291883109458.0,320742090585.0,1508140150790.0,1851377596883.0,563439044587.0,24022274880.0,589723312748.0,198970492179.0,4495174520942.0,328168546811.0,332414621240.0,21101389030.0,307067157781.0,246334432758.0,DRC,2023,587461319467.0,1532959434804.0,685392254165.0,0.1735823926419546,0.4529570844898569,0.9591083292057505,0.03315603533215315,15.551987897310473,0.09696686344723088,1.5196751497249488,6.880539537266884,VN,yahoo
4200077502846.0,2794028277059.0,220742923592.0,2138999850756.0,1915455791676.0,825551017572.0,132755443000.0,959103469705.0,189244071425.0,4673261002948.0,321039850936.0,325114522283.0,20518629626.0,300521221310.0,240817046518.0,DRC,2024,958306460572.0,2284621711170.0,587461319467.0,0.22816399457453945,0.5439475127832583,0.8614686966414062,0.02654813988357593,15.646261801480017,0.07643664925670093,1.306231169708352,5.813947462629038,VN,yahoo
4168085242678.0,2812833674492.0,208355557908.0,2080782308900.0,1941722819041.0,866297609291.0,120054610502.0,987515224833.0,146121244365.0,5003597408556.0,189918833588.0,193445383706.0,39888433714.0,150030399874.0,118489965190.0,DRC,2025,986352219793.0,2226362423637.0,958306460572.0,0.23664396536172266,0.534145127561393,0.8782842395516733,0.04102358333289952,4.761250716177971,0.0455650070788804,1.3518154505931939,5.738390502697649,VN,yahoo
,,,,,,,,,,,,,,,DXG,2021,,,,,,,,,,,,VN,yahoo
30320666425409.0,27370930591236.0,918978826275.0,12254999101487.0,9245152087200.0,2022884403190.0,3748480104516.0,5771364507706.0,2308311063143.0,5511715152194.0,1300528248957.0,1386189328313.0,532710548692.0,767817700265.0,214869190226.0,DXG,2022,5771364507706.0,21075514338209.0,,0.19034424991627305,0.6950874378060347,0.35050366347317324,0.09230235726416483,2.4413412727611163,0.042892469140030025,2.2334502323965784,7.5174158802630044,VN,yahoo
28786440854317.0,26229757136504.0,276068570931.0,11617574716082.0,9403158687183.0,2590756019445.0,2698543683373.0,5289299702818.0,1736225362990.0,3724825944342.0,1022569111729.0,1104394220119.0,569416033922.0,453153077807.0,171983289231.0,DXG,2023,5289299702818.0,19383282167134.0,5771364507706.0,0.18374274644045765,0.6733476453455745,0.48981078120128324,0.10296235797127122,1.7958207194936031,0.035522596103632204,2.2577653062299325,7.524606446226364,VN,yahoo
29183374176075.0,26133343597946.0,1249079279225.0,10466308212838.0,10467117951674.0,3230367385594.0,3325421884628.0,6555789270222.0,1487270873697.0,4795471317826.0,1144231464678.0,1202529385741.0,413985815718.0,730245648960.0,255935001805.0,DXG,2024,6555789270222.0,18716256224401.0,5289299702818.0,0.22464123684493417,0.6413328394269395,0.4927503390426412,0.06989999258937639,2.7639388144095998,0.039208333408412364,2.4969017791670587,7.788557347824239,VN,yahoo
38014588960817.0,33913372104043.0,3385608203909.0,14290960009735.0,14229202722920.0,2145043168404.0,2650742499363.0,4795785667767.0,510378659427.0,4191885173894.0,1012668747827.0,1079702946491.0,288260271286.0,724408476541.0,230881012655.0,DXG,2025,4795785667767.0,23785386237897.0,6555789270222.0,0.12615645200610187,0.625691001484021,0.4472766960419165,0.0507877141032321,3.5130361298462516,0.026638950348004394,2.373064656324083,7.487074671274833,VN,yahoo
16602259161541.0,15672588529439.0,492524780081.0,7349628744151.0,6045988467708.0,1375404881092.0,942178933673.0,2317583814765.0,679563765370.0,4096289769073.0,954453946033.0,1010222684537.0,293502913757.0,660951032276.0,344529067642.0,DXS,2022,2317583814765.0,10556270693833.0,,0.13959448483575443,0.6358333881624084,0.5934650010625244,0.12664176884871833,3.2519402748526764,0.05748940169805233,2.1324326812985754,7.659768824227907,VN,yahoo
15457119931404.0,14568551618148.0,206528873542.0,6754419467135.0,5866210534508.0,1606355163135.0,547674848160.0,2154030011295.0,89978362170.0,1997404377548.0,79707579989.0,134788075993.0,159244711328.0,-79537131339.0,-168120092464.0,DXS,2023,2154030011295.0,9590909396896.0,2317583814765.0,0.13935519817755243,0.6204848923640873,0.7457440958165952,0.07122471551543291,0.500535178369751,0.005156690272361755,2.1568917490295423,7.262171689270352,VN,yahoo
15068518802220.0,14276268088427.0,410815776976.0,6313080101657.0,6012271945573.0,1834434542987.0,377960774216.0,2212395317203.0,186039773235.0,2437886746721.0,439190232638.0,487868575356.0,97857939660.0,341332292978.0,140670849757.0,DXS,2024,2212395317203.0,9056246856647.0,2154030011295.0,0.14682234838350897,0.6010044501064544,0.8291621884764097,0.04482290766376715,4.488038826118077,0.029146211276804154,2.2613792092832616,7.649918372911916,VN,yahoo
16842602199479.0,16165157847255.0,789589840406.0,6882482807782.0,6344706505161.0,1967264418363.0,1026254758458.0,2993519176821.0,518474332823.0,3966298512855.0,758581794808.0,802141066729.0,96217032272.0,662364762536.0,351512195294.0,DXS,2025,2993519176821.0,10497895694318.0,2212395317203.0,0.1777349569482559,0.6232941661854803,0.6571744833290688,0.03696450734350322,7.884069762862079,0.04503946515054934,2.348739299279776,7.903112513695673,VN,yahoo
,,,,,,,,,,,,,,,FCN,2021,,,,,,,,,,,,VN,yahoo
7580974010059.0,5235382974606.0,174638758149.0,3152094491474.0,2646684802689.0,1588240768504.0,828826817824.0,2708009476261.0,207271473900.0,3045529728963.0,290704764171.0,445028195578.0,212398541759.0,78306222412.0,39609034957.0,FCN,2022,2417067586328.0,4934289207370.0,,0.3188333825074265,0.6508780007453947,0.6570940661683563,0.08787447358130149,1.368675894681287,0.03834662456107504,1.6609219643532327,5.962746415182,VN,yahoo
8581450628041.0,6136596079496.0,701731891550.0,4319113180277.0,2500744511260.0,2066715367800.0,819468447573.0,2945636920870.0,51175948576.0,2879566997423.0,241879969853.0,410947531228.0,260054678396.0,-18174708543.0,-32096317037.0,FCN,2023,2886183815373.0,6080706116781.0,2417067586328.0,0.3363281967668754,0.7085872051645331,0.7160719829387946,0.09807367544845727,0.9301119723932659,0.028186373182947172,1.420800016891995,5.280031216205925,VN,yahoo
9706061959679.0,6369718313734.0,472986710028.0,4808696076470.0,2507310165518.0,2380916619819.0,1395354188743.0,3891583723142.0,56538789870.0,3374697356483.0,273791767471.0,441825229395.0,214733028163.0,59058739308.0,9269008883.0,FCN,2024,3776270808562.0,7198751794161.0,2886183815373.0,0.3890631261421382,0.7416758541276691,0.6304941410506655,0.06446063509132725,1.2750333277243664,0.02820832677644012,1.3246248489070505,4.879304878636754,VN,yahoo
10176319108886.0,8187832233745.0,761240030475.0,5495403696441.0,2533781189526.0,2725230412044.0,1166889086466.0,4085478311386.0,82800878168.0,4862723628797.0,415182977973.0,547594324400.0,270803989514.0,144378988459.0,31587010141.0,FCN,2025,3892119498510.0,7642537919360.0,3776270808562.0,0.382468302817999,0.7510120150110571,0.700191865405799,0.07062864008480557,1.533149414519744,0.04079893461776967,1.4899419016382187,5.63443832025002,VN,yahoo
,,,,,,,,,,,,,,,FIT,2021,,,,,,,,,,,,VN,yahoo
6997712255913.0,4691054841743.0,129067828987.0,953671059756.0,3848759125996.0,703569002629.0,146654686995.0,868123689624.0,293405349182.0,1917209544428.0,174937001411.0,324794720449.0,59162043989.0,115774957422.0,48289456878.0,FIT,2022,850223689624.0,3148953129917.0,,0.12150023586716775,0.4499975155817767,0.8275104672043941,0.06958409264644651,2.956912736881201,0.024999170445052225,4.918944319169361,8.34163594270942,VN,yahoo
7721553529302.0,5632480189826.0,43305574290.0,1687293011175.0,3710215499870.0,1388515152095.0,220819293280.0,1609334445375.0,154861723056.0,1745767634549.0,52812844511.0,199396307674.0,68807184388.0,-15994339877.0,-135504717357.0,FIT,2023,1609334445375.0,4011338029432.0,850223689624.0,0.20842106957723544,0.5194988306704921,0.8627884378448473,0.05595085020263445,0.7675484032770651,0.0068396656593241395,3.338175499170499,7.684235680752948,VN,yahoo
7747808012890.0,5351692520963.0,101436456286.0,1366296163491.0,3834401310483.0,990095796598.0,403148637153.0,1393244433751.0,278532985676.0,1953658075141.0,277972038559.0,419740292265.0,50280915507.0,227691123052.0,119263581349.0,FIT,2024,1393244433751.0,3913406702407.0,1609334445375.0,0.17982433630687084,0.5050985641224305,0.7106404106940429,0.03349181988626785,5.528380614316805,0.03587750730226393,3.9169344567937467,8.01149531687409,VN,yahoo
8026704801207.0,4031824933474.0,253130302165.0,1430714824448.0,3872879102406.0,1148694393385.0,516512102908.0,1665206496293.0,317010777599.0,2073187800366.0,196595810977.0,353879287240.0,92748702881.0,103847108096.0,39983790608.0,FIT,2025,1665206496293.0,4153825698801.0,1393244433751.0,0.20745829546921893,0.5175007430416996,0.6898209897344062,0.06065077060410166,2.1196610288905027,0.02449271722904738,2.818049316731979,6.648139867208392,VN,yahoo
,,,,,,,,,,,,,,,FMC,2021,,,,,,,,,,,,VN,yahoo
2988806966543.0,1876998079284.0,585329354328.0,862554103579.0,1923942793271.0,515492089200.0,,515492089200.0,676372777269.0,5701563661676.0,345668630554.0,435098578863.0,17254552400.0,328414078154.0,309023014004.0,FMC,2022,515492089200.0,1064864173272.0,,0.17247419956205579,0.3562840240912828,1.0,0.033472002309051146,20.033474212521444,0.11565438465027977,2.176093153456418,8.888586844339128,VN,yahoo
3356184076994.0,2127050626036.0,451603648884.0,1111721604907.0,2028737268497.0,824121975749.0,,824121975749.0,781167252495.0,5087392999915.0,332811130213.0,487089908623.0,28215238714.0,304595891499.0,276067089402.0,FMC,2023,824121975749.0,1327446808497.0,515492089200.0,0.24555327027447588,0.39552264656649616,1.0,0.042124428896727316,11.795439109571094,0.0991635507999566,1.9132943145545296,8.264437166617853,VN,yahoo
3774888902983.0,2641239437985.0,1077460582378.0,1297239673765.0,2167700845925.0,901581043308.0,,901581043308.0,920130829923.0,6912623489158.0,445002469362.0,628808635726.0,23192064018.0,421810405344.0,305700512414.0,FMC,2024,901581043308.0,1607188057058.0,824121975749.0,0.23883644432437492,0.42575771058797646,1.0,0.026878395369179065,19.187704424091848,0.11788491815225324,2.0360458374814328,8.588606574338563,VN,yahoo
4835153987644.0,3806037069517.0,1159214053467.0,2209285229850.0,2332591244547.0,1527740583521.0,,1527740583521.0,1047717313762.0,8185250731730.0,462479351867.0,643192939361.0,51097396540.0,411381955327.0,348660609966.0,FMC,2025,1527740583521.0,2502562743097.0,901581043308.0,0.31596523863046894,0.5175766375780745,1.0,0.042067214135575424,9.050937683389847,0.09564935326751607,1.722745899032427,7.7442115299410865,VN,yahoo
,,,,,,,,,,,,,,,FPT,2021,,,,,,,,,,,,VN,yahoo
51650403735130.0,30937711076141.0,6440177174322.0,24521161696202.0,21046468414614.0,10891065218693.0,1457600204909.0,12382175179004.0,7711681484541.0,44009527680911.0,8308008516188.0,10141073015316.0,645725556308.0,7662282959880.0,5310108591408.0,FPT,2022,12348665423602.0,30603935320516.0,,0.2390816824380999,0.5925207376394765,0.8819629364867972,0.05229112087479712,12.866160298331483,0.16085079525791415,1.2616739557217975,6.354693957646083,VN,yahoo
60282827532899.0,36705751751876.0,8279156683221.0,29651673556227.0,24974156360546.0,13836430160156.0,204684140714.0,14045969471069.0,8674126708670.0,52617900827385.0,10035654709831.0,12322168868519.0,832648611261.0,9203006098570.0,6465190432622.0,FPT,2023,14041114300870.0,35308671172353.0,12348665423602.0,0.23292063221830703,0.5857169050851754,0.9854225144580357,0.06310386975218751,12.052688942376976,0.16647617771999995,1.237898147039583,6.3481053283072955,VN,yahoo
71999995678620.0,45535942846453.0,9315440438884.0,34836184067740.0,29794230483796.0,14445322290030.0,499673187459.0,14947353988398.0,11030528671431.0,62848794351367.0,11621305779605.0,14156604255270.0,551639361786.0,11069666417819.0,7856767812178.0,FPT,2024,14944995477489.0,42205765194824.0,14041114300870.0,0.20756939408993372,0.5861912184441529,0.9665658522137637,0.038062324748238785,21.066853790091407,0.1614070344042518,1.3071449719609645,6.550184473485778,VN,yahoo
88141991634625.0,58137438254908.0,10522105729992.0,41524928721230.0,36482943944772.0,19169163350577.0,1902831660038.0,21073487486139.0,14302416791936.0,70112825100710.0,13853392434953.0,16767570795685.0,809759601156.0,13043632833797.0,9376127629501.0,FPT,2025,21071995010615.0,51659047689853.0,14944995477489.0,0.23906874146847898,0.5860889541048182,0.9096985520792193,0.044965422717561834,17.108031093643245,0.15717131163066372,1.4000611210004246,6.813106229712591,VN,yahoo
,,,,,,,,,,,,,,,FRT,2021,,,,,,,,,,,,VN,yahoo
10523796935046.0,9326797408285.0,745556075005.0,8474374694877.0,2008230966594.0,5363331144812.0,,5363331144812.0,823505616594.0,30165800756670.0,717151318778.0,832437453955.0,231527904809.0,485623413969.0,390360854577.0,FRT,2022,5363331144812.0,8515565968452.0,,0.5096384107290414,0.8091723948125362,1.0,0.043168676063002204,3.097472502805298,0.06814568194391574,1.1005882727752543,4.742018821480564,VN,yahoo
13098449902604.0,11415308018413.0,960822549973.0,11378723422861.0,1599256142322.0,8108271528775.0,,8108271528775.0,236832252322.0,31849649616720.0,-9264309684.0,223807678821.0,284917373606.0,-294181683290.0,-345643489328.0,FRT,2023,8108271528775.0,11499193760282.0,5363331144812.0,0.6190252731480126,0.8779049311778439,1.0,0.042298957371214814,-0.03251577665043065,-0.000707282903922718,1.0032151757444512,3.468542584583355,VN,yahoo
15832550399101.0,14026158730456.0,2097787236988.0,13712183502929.0,1911810280157.0,8800349446066.0,,8800349446066.0,549386390157.0,40104492531184.0,780385919438.0,1098828869448.0,253428831252.0,526957088186.0,317516265617.0,FRT,2024,8800349446066.0,13920740118944.0,8108271528775.0,0.5558390293559842,0.8792481165722008,1.0,0.029976286254105134,3.0793099411093205,0.04928996906792172,1.0228975368846205,3.9686434391430394,VN,yahoo
23714236170376.0,21787052185671.0,2869851759629.0,18574474295299.0,4171460700502.0,10051507915817.0,,10051507915817.0,2468442850502.0,51082868444768.0,1607713425042.0,2010270443266.0,388595922369.0,1219117502673.0,794864943551.0,FRT,2025,10051507915817.0,19542775469874.0,8800349446066.0,0.423859653062468,0.8240946632001153,1.0,0.041226274409938084,4.1372369921971535,0.0677952860674622,1.1729565983563297,5.157733096270295,VN,yahoo
,,,,,,,,,,,,,,,GAS,2021,,,,,,,,,,,,VN,yahoo
82662652366363.0,55651707958020.0,10549337638537.0,12487956920689.0,59857674659929.0,44996858992.0,6037962890208.0,6082959749200.0,19241492510616.0,100723549227433.0,19143135883485.0,22166090714770.0,336861023097.0,18806274860388.0,14798317219715.0,GAS,2022,6082959749200.0,22804977706434.0,,0.07358776394253799,0.27588006256273695,0.007397198213898713,0.05537781556770982,56.827993062209174,0.23158143775307535,4.456430167998171,11.746482265343076,VN,yahoo
87754455330448.0,62217752152939.0,5668895193049.0,14971948871764.0,64048730810175.0,1604782571952.0,4270501721940.0,5875284293892.0,16879761088028.0,89953906513325.0,14979518265768.0,18006439496445.0,339976056558.0,14639542209210.0,11606030646959.0,GAS,2023,5875284293892.0,23705724520273.0,6082959749200.0,0.06695140744442024,0.2701369911192175,0.2731412629037112,0.056860531585219865,44.0605094882983,0.1706980940097133,4.155621468242997,11.392890709969006,VN,yahoo
81854881408158.0,57290495430038.0,5567983431468.0,14575489059608.0,60247781884449.0,933829846483.0,2290752009267.0,3224581855750.0,9553019715422.0,103564126562888.0,13490704449750.0,16218414253785.0,318596953375.0,13172107496375.0,10398370049725.0,GAS,2024,3224581855750.0,21607099523709.0,5875284293892.0,0.03939388586578081,0.2639683688009784,0.28959719066142364,0.07002233838077586,42.34411003256192,0.16481246100010183,3.930605360529755,11.089011949716802,VN,yahoo
93568198109790.0,69902465635326.0,6876468282085.0,20573719389418.0,66294978679123.0,1439827466686.0,1531862874096.0,2971690340782.0,12484110062726.0,135129055328395.0,14575491508566.0,17363859010312.0,216056324707.0,14359435183859.0,11414339911686.0,GAS,2025,2971690340782.0,27273219430667.0,3224581855750.0,0.03175961919556377,0.29147958367933363,0.48451463698169495,0.06973751889980716,67.46153591352731,0.15577398948586757,3.397658163417939,10.742472838755457,VN,yahoo
,,,,,,,,,,,,,,,GEE,2021,,,,,,,,,,,,VN,yahoo
17419623160026.0,7767527023963.0,709642327664.0,6165114622354.0,5289074244862.0,4402052983198.0,5159829973072.0,9561882956270.0,919904234036.0,16664672537614.0,2041827497160.0,2674766798727.0,921473402537.0,1120354094623.0,880462911763.0,GEE,2022,9561882956270.0,12130548915164.0,,0.5489144551767519,0.69637263698108,0.46037511683945553,0.0963694501126228,2.2158290098644646,0.11721421746054307,1.2599160761421753,5.2710960182589455,VN,yahoo
13722932430964.0,6563191996211.0,1125181472381.0,6458680884042.0,5434362934898.0,5140864447629.0,1235643872006.0,6376508319635.0,1055499015330.0,16607268526513.0,1722751245367.0,2304926623389.0,755661051421.0,967090193946.0,745377314586.0,GEE,2023,6376508319635.0,8288569496066.0,9561882956270.0,0.46466076778511595,0.6039940470277277,0.8062193586102417,0.09482275072056702,2.2797936219253505,0.12553812780421753,1.0161814949593229,5.082746419261042,VN,yahoo
12903267306413.0,6860778186670.0,691648524113.0,5380609149671.0,6397464938422.0,2971092931895.0,453424828476.0,3432430138239.0,2045153834099.0,21129621819327.0,2644670114764.0,3043701492295.0,491750453386.0,2152919661378.0,1588234634885.0,GEE,2024,3424517760371.0,6505802367991.0,6376508319635.0,0.26539927283913545,0.5041980618937948,0.8675945460925635,0.1003467288775338,5.378073566691892,0.20496127468812364,1.2750932089333242,6.929076685086076,VN,yahoo
16345960484828.0,12222866782819.0,1212884835166.0,6772070366591.0,8026313984168.0,4466889240113.0,1047942820263.0,5522744438244.0,3669249495706.0,25463150540154.0,4624009729751.0,4978012994274.0,361825524198.0,4262184205553.0,3257379502829.0,GEE,2025,5514832060376.0,8319646500660.0,3424517760371.0,0.33738195228691265,0.508972630172582,0.8099773830299464,0.0809511947632372,12.779667050853565,0.28288394151221125,1.804893647165672,9.083272564105119,VN,yahoo
,,,,,,,,,,,,,,,GEG,2021,,,,,,,,,,,,VN,yahoo
17118154447225.0,2118417280510.0,333840180277.0,2070603380359.0,4277689719241.0,658891948948.0,9254285221674.0,9927084699477.0,292430636129.0,2093232835402.0,998591856482.0,1650307184848.0,591825481199.0,406766375283.0,315693407917.0,GEG,2022,9913177170622.0,12840464727984.0,,0.5791031504701145,0.7501080077043907,0.06646627389053897,0.059700888122215016,1.6873079787962453,0.058335252176900436,1.0230917715118915,4.065825307847203,VN,yahoo
16132370906968.0,1458483967428.0,229105088949.0,1679163688421.0,4350056386995.0,1410416772923.0,8676280005748.0,10096508616146.0,178508233688.0,2163456147696.0,1036747185650.0,1733905654550.0,841733441926.0,195013743724.0,137243674272.0,GEG,2023,10086696778671.0,11782314519973.0,9913177170622.0,0.6252457767577292,0.7303523200600295,0.13982940142559072,0.08417387470142085,1.2316811166225998,0.06426502289271079,0.8685776005551216,4.01585959519604,VN,yahoo
15173556340436.0,1381711542204.0,163717707072.0,785159808730.0,4425039585052.0,584122187471.0,8563906278429.0,9193026012864.0,83075403683.0,2325314422750.0,967255619419.0,1771553359518.0,785725023247.0,181530596172.0,114823028545.0,GEG,2024,9148028465900.0,10748516755384.0,10086696778671.0,0.6028928394012302,0.7083716245703247,0.06385224856354149,0.08169859597747785,1.2310357832589152,0.06374613819710552,1.759783838705302,4.386403255297224,VN,yahoo
15110888031702.0,1776350024277.0,86364663248.0,884097465558.0,4964645938100.0,606058120923.0,7704677822661.0,8342908599037.0,705958927902.0,2998867342581.0,1643638266218.0,2443355584867.0,664973670829.0,978664595389.0,708521811800.0,GEG,2025,8310735943584.0,10146242093602.0,9148028465900.0,0.5499832919248975,0.6714524038769671,0.07292472351872581,0.07617648709066388,2.4717343532848934,0.10877178513729417,2.009224201492143,5.03437148194852,VN,yahoo
,,,,,,,,,,,,,,,GEX,2021,,,,,,,,,,,,VN,yahoo
52384834524135.0,19800289125653.0,3156250619707.0,17276008893499.0,12077056091103.0,8502056078519.0,9489578570496.0,18147928468006.0,2546226493501.0,32088752521984.0,3723035430639.0,7323990683576.0,1642482718709.0,2080552711930.0,368916322614.0,GEX,2022,17991634649015.0,40307778433032.0,,0.3434512070611926,0.7694551066007701,0.4725560653258634,0.09129146688174451,2.266712086666778,0.07107086362797814,1.1461147796181033,4.516762616309636,VN,yahoo
55076875644451.0,20299049443139.0,3312661845659.0,18590964345781.0,12352352099391.0,11633979368694.0,9979188699099.0,21765835479406.0,2616328460133.0,29997835848957.0,3016219983356.0,7213387279956.0,1619236996453.0,1396982986903.0,330357294753.0,GEX,2023,21613168067793.0,42724523545060.0,17991634649015.0,0.3924181939316401,0.7757252575630531,0.538282001611344,0.08176972919326307,1.862741519594194,0.054763817810349676,1.0918771649274681,4.279888946401638,VN,yahoo
53782318218822.0,22828907651783.0,4074201905889.0,16997351937504.0,13996013694652.0,8239063820719.0,8306581259300.0,16545645080019.0,3952152891868.0,33752305412973.0,4977637066913.0,7912555185180.0,1364803768556.0,3612833298357.0,1631297943916.0,GEX,2024,16545645080019.0,39786304524170.0,21613168067793.0,0.30764097993508543,0.7397655185165695,0.4979596613412633,0.07153282064980876,3.6471448728336067,0.09255155284792084,1.3430861310467954,5.1921670876750055,VN,yahoo
73592590903667.0,39414126385838.0,8659541542782.0,21795269254235.0,17816324388146.0,12168371064316.0,16668389829851.0,28836760894167.0,7263827855875.0,39512528150953.0,5977416555054.0,9215494798438.0,1356426037069.0,4620990517985.0,1477891529178.0,GEX,2025,28836760894167.0,55776266515521.0,16545645080019.0,0.391843262209839,0.7579060042679073,0.4219742678095783,0.05977761680773601,4.406739764425456,0.08122307533483177,1.8083798794171588,6.023522227337484,VN,yahoo
,,,,,,,,,,,,,,,GMD,2021,,,,,,,,,,,,VN,yahoo
