total_assets,current_assets,cash,current_liabilities,equity,st_debt,lt_debt,total_debt_reported,retained_earnings,revenue,ebit,ebitda,interest_expense,pretax_income,net_income,ticker,year
7333300000.0,3568200000.0,266500000.0,4439600000.0,822000000.0,1418800000.0,676600000.0,3827600000.0,-832600000.0,9440300000.0,279000000.0,873500000.0,417200000.0,-138200000.0,-56100000.0,MDV,2024
7064100000.0,3462800000.0,395400000.0,3740000000.0,416300000.0,1155700000.0,1370500000.0,4305900000.0,-759700000.0,9123200000.0,-50500000.0,534000000.0,348400000.0,-398900000.0,-417600000.0,MDV,2023
,,,,,,,,,,,,,,,MDV,2022
3396911000.0,2155355000.0,809584000.0,1367062000.0,1864643000.0,912746000.0,,1082486000.0,2291951000.0,3581462000.0,321712000.0,426435000.0,110660000.0,211052000.0,167952000.0,KER,2024
3885169000.0,2442102000.0,954103000.0,1898804000.0,1741857000.0,1466144000.0,,1664039000.0,2123999000.0,3455121000.0,518359000.0,623145000.0,150535000.0,367824000.0,299192000.0,KER,2023
4185612000.0,2523156000.0,447625000.0,2238186000.0,1683188000.0,1688125000.0,0.0,1927677000.0,1949731000.0,5331545000.0,83114000.0,212790000.0,126595000.0,-43481000.0,-41102000.0,KER,2022
,,,,,,,,,,,,,,,KER,2025
4162000000.0,1618000000.0,51000000.0,991000000.0,2000000000.0,341000000.0,1025000000.0,1436000000.0,1779000000.0,5494000000.0,786000000.0,1023000000.0,78000000.0,708000000.0,568000000.0,KTY,2025
4221000000.0,1648000000.0,68000000.0,1057000000.0,1936000000.0,449000000.0,1059000000.0,1584000000.0,1761000000.0,5144000000.0,723000000.0,934000000.0,74000000.0,649000000.0,560000000.0,KTY,2024
3655000000.0,1558000000.0,79000000.0,1169000000.0,1890000000.0,509000000.0,442000000.0,1020000000.0,1741000000.0,5219000000.0,679000000.0,860000000.0,57000000.0,622000000.0,539077000.0,KTY,2023
