total_assets,current_assets,cash,current_liabilities,equity,st_debt,lt_debt,total_debt_reported,revenue,ebit,ebitda,interest_expense,pretax_income,net_income,ticker,year,retained_earnings
35911156000.0,5978428000.0,245819000.0,2444736000.0,17380140000.0,646626000.0,8593669000.0,9268665000.0,6215521000.0,3891104000.0,3915993000.0,770105000.0,3120999000.0,2841117000.0,ISAE3,2023,0.0
32243550000.0,4670170000.0,336523000.0,1293346000.0,16177452000.0,166893000.0,7817836000.0,8041697000.0,5450570000.0,3659533000.0,3687031000.0,981399000.0,2678134000.0,2262245000.0,ISAE3,2022,0.0
,,,,,,,,,,,,,,ISAE3,2021,11045897000.0
9452171000.0,3875770000.0,1785703000.0,1978222000.0,5105280000.0,100079000.0,1477270000.0,1836282000.0,5771867000.0,1303950000.0,1645034000.0,261972000.0,1041978000.0,891741000.0,TOTS3,2025,
8531721000.0,2763558000.0,1942162000.0,1144197000.0,4681352000.0,62845000.0,1472286000.0,1661549000.0,4914747000.0,963759000.0,1277022000.0,204326000.0,759433000.0,717513000.0,TOTS3,2024,
8828860000.0,3906298000.0,3129162000.0,1348729000.0,4720574000.0,87291000.0,1491495000.0,1744067000.0,4440443000.0,920586000.0,1203387000.0,237300000.0,683286000.0,734820000.0,TOTS3,2023,
10616193000.0,6230161000.0,2735765000.0,3336366000.0,4308616000.0,58871000.0,1488713000.0,1759542000.0,3792932000.0,900818000.0,1136946000.0,239223000.0,661595000.0,498136000.0,TOTS3,2022,
,,,,,,,,,,,,,,TOTS3,2021,
83471647000.0,20931903000.0,1386005000.0,13448826000.0,19198419000.0,6193651000.0,38369066000.0,44710830000.0,35441353000.0,7114589000.0,9236421000.0,3779681000.0,3334908000.0,2214439000.0,ENGI3,2025,
77181653000.0,18016017000.0,899139000.0,14653391000.0,17279498000.0,6321362000.0,28796199000.0,35247233000.0,33715476000.0,7330787000.0,9188823000.0,2955628000.0,4375159000.0,3789678000.0,ENGI3,2024,
68068471000.0,17206180000.0,1298424000.0,15349661000.0,11897510000.0,6910613000.0,25466758000.0,32459439000.0,28531858000.0,6353469000.0,7930650000.0,2783631000.0,3569838000.0,1894219000.0,ENGI3,2023,0.0
59670668000.0,14724256000.0,916207000.0,13224879000.0,11019892000.0,6638407000.0,21574285000.0,28278171000.0,26503137000.0,5568605000.0,6843069000.0,2429821000.0,3138784000.0,2135461000.0,ENGI3,2022,0.0
,,,,,,,,,,,,,,ENGI3,2021,-397289000.0
14946780000.0,4094006000.0,1260666000.0,2678036000.0,1441482000.0,1366818000.0,8173805000.0,9584076000.0,11589616000.0,3079204000.0,3767620000.0,986580000.0,2092624000.0,1546478000.0,CGAS3,2025,
15591493000.0,5277580000.0,2188418000.0,3675447000.0,1133863000.0,1638128000.0,8151073000.0,9825090000.0,15443193000.0,3435720000.0,4089164000.0,800870000.0,2634850000.0,1792464000.0,CGAS3,2024,
13738834000.0,4633445000.0,1845136000.0,3877440000.0,1694174000.0,1165556000.0,5812535000.0,7018828000.0,15158674000.0,2747443000.0,3323235000.0,608059000.0,2139384000.0,1408787000.0,CGAS3,2023,
12664111000.0,4810931000.0,1241256000.0,3844998000.0,1032753000.0,1554840000.0,5425800000.0,7024310000.0,16999571000.0,3036836000.0,3535323000.0,923138000.0,2113698000.0,1811479000.0,CGAS3,2022,
,,,,,,,,,,,,,,CGAS3,2021,
33347589000.0,7758697000.0,3430108000.0,5170128000.0,5326247000.0,1961085000.0,13359708000.0,17251026000.0,16604055000.0,3970649000.0,5218297000.0,1882015000.0,2088634000.0,1283757000.0,PASS3,2025,1671731000.0
34250119000.0,9376762000.0,5271256000.0,7757086000.0,4649551000.0,2697201000.0,11751832000.0,16571339000.0,18383448000.0,4244879000.0,5333489000.0,1429723000.0,2815156000.0,1966575000.0,PASS3,2024,1029852000.0
28836503000.0,8334477000.0,3931532000.0,5773108000.0,6588964000.0,1937294000.0,8079856000.0,11654093000.0,17767327000.0,3428928000.0,4328563000.0,814795000.0,2614133000.0,1602989000.0,PASS3,2023,1300881000.0
25122186000.0,7563371000.0,3403635000.0,4582545000.0,6521263000.0,1685123000.0,6593716000.0,8355445000.0,19719205000.0,3297309000.0,4073557000.0,1040671000.0,2256638000.0,1848640000.0,PASS3,2022,1223952000.0
,,,,,,,,,,,,,,PASS3,2021,
81758415000.0,28674799000.0,5958028000.0,9897300000.0,19131267000.0,941904000.0,13240247000.0,15571312000.0,69858532000.0,3794241000.0,7477826000.0,1274472000.0,2519769000.0,476492000.0,GOAU3,2025,
86948529000.0,32802961000.0,7861818000.0,10905469000.0,20035526000.0,735037000.0,12901447000.0,14917153000.0,67026656000.0,6275332000.0,9401579000.0,796933000.0,5478399000.0,1544820000.0,GOAU3,2024,
75232462000.0,29540169000.0,3005688000.0,11304213000.0,16761023000.0,1797622000.0,9120678000.0,12195902000.0,68916447000.0,10261719000.0,13308931000.0,840069000.0,9421650000.0,2560346000.0,GOAU3,2023,
74769525000.0,32219794000.0,2475896000.0,13493868000.0,16456648000.0,3121148000.0,9511132000.0,13662923000.0,82412210000.0,16835993000.0,19702692000.0,964607000.0,15871386000.0,3744624000.0,GOAU3,2022,0.0
,,,,,,,,,,,,,,GOAU3,2021,
32899734000.0,8432683000.0,352971000.0,5389521000.0,6189214000.0,1896919000.0,17152724000.0,19079674000.0,17211641000.0,3625673000.0,4623214000.0,1588709000.0,2036964000.0,1203331000.0,REDE3,2025,57316000.0
30059241000.0,8455659000.0,225695000.0,6113287000.0,4303727000.0,2560510000.0,13185089000.0,15769632000.0,16322525000.0,3447744000.0,4323813000.0,1173824000.0,2273920000.0,1476129000.0,REDE3,2024,57316000.0
27652729000.0,7989174000.0,376132000.0,6599184000.0,4022096000.0,2737004000.0,9710812000.0,12453210000.0,15057036000.0,4000535000.0,4781912000.0,1059385000.0,2941150000.0,1657927000.0,REDE3,2023,57316000.0
25256054000.0,6838370000.0,343498000.0,5233583000.0,3850558000.0,2034484000.0,8912960000.0,10955215000.0,15119769000.0,4217476000.0,4905949000.0,1689614000.0,2527862000.0,1486267000.0,REDE3,2022,0.0
,,,,,,,,,,,,,,REDE3,2021,
25158004000.0,6048363000.0,1645541000.0,4110967000.0,12522029000.0,1329908000.0,8007541000.0,9337449000.0,7699157000.0,1943743000.0,2260966000.0,1043670000.0,900073000.0,1195369000.0,HYPE3,2025,
24559083000.0,6681876000.0,1739327000.0,3940088000.0,12096281000.0,1409003000.0,7988364000.0,9397367000.0,7442466000.0,1949411000.0,2230466000.0,970173000.0,979238000.0,1340990000.0,HYPE3,2024,
24508751000.0,8077766000.0,2580893000.0,4644236000.0,11504124000.0,2140996000.0,7820840000.0,9961836000.0,7914658000.0,2638624000.0,2876936000.0,1129149000.0,1509475000.0,1647960000.0,HYPE3,2023,
23755633000.0,8530120000.0,2862473000.0,5225194000.0,10645760000.0,2298757000.0,7382212000.0,9680969000.0,7546355000.0,2597186000.0,2766287000.0,986082000.0,1611104000.0,1696697000.0,HYPE3,2022,
,,,,,,,,,,,,,,HYPE3,2021,
22506506000.0,3579382000.0,741596000.0,2285134000.0,7608982000.0,1340342000.0,9633486000.0,10974442000.0,4624113000.0,2614428000.0,2677686000.0,915554000.0,1698874000.0,1579863000.0,TAEE3,2025,
20431093000.0,3022657000.0,750976000.0,2462741000.0,6939504000.0,1482103000.0,8316356000.0,9799865000.0,3718138000.0,2640684000.0,2665404000.0,778170000.0,1862514000.0,1693915000.0,TAEE3,2024,
19337412000.0,3537816000.0,1306121000.0,1763666000.0,6523260000.0,1153762000.0,8546036000.0,9702640000.0,3360901000.0,2210831000.0,2228755000.0,782708000.0,1428123000.0,1367720000.0,TAEE3,2023,
17309081000.0,3089668000.0,1083174000.0,1021517000.0,6570476000.0,634734000.0,7515178000.0,8156188000.0,2616517000.0,2327231000.0,2352209000.0,623500000.0,1703731000.0,1449215000.0,TAEE3,2022,
,,,,,,,,,,,,,,TAEE3,2021,
135117518000.0,40087633000.0,27243683000.0,15548376000.0,5304228000.0,3918720000.0,60308411000.0,70639931000.0,40418596000.0,-255001000.0,3635831000.0,7736284000.0,-7991285000.0,-9722125000.0,CSAN3,2025,-9722125000.0
141265902000.0,30774403000.0,16903542000.0,17912834000.0,10903764000.0,4403148000.0,62052278000.0,72965179000.0,43950742000.0,2288360000.0,6156943000.0,7533479000.0,-5245119000.0,-9423795000.0,CSAN3,2024,-649805000.0
139865382000.0,28610189000.0,14658481000.0,16158805000.0,20955307000.0,4882398000.0,52022256000.0,62180448000.0,39468497000.0,10751574000.0,14116517000.0,5637823000.0,5113751000.0,1094391000.0,CSAN3,2023,9490391000.0
134484992000.0,25577934000.0,13301716000.0,15798213000.0,20653167000.0,4542205000.0,48445011000.0,56519374000.0,39322786000.0,8121370000.0,11135850000.0,5468745000.0,2652625000.0,1176032000.0,CSAN3,2022,9470289000.0
,,,,,,,,,,,,,,CSAN3,2021,
24732735000.0,5559596000.0,4377047000.0,3614487000.0,8651391000.0,1019211000.0,8643109000.0,12175745000.0,7585058000.0,2899455000.0,4053877000.0,746687000.0,2152768000.0,1555063000.0,MRSA3B,2025,
20613082000.0,5372741000.0,4144613000.0,3390158000.0,7465937000.0,556333000.0,7612425000.0,9740919000.0,7024973000.0,2653689000.0,3668708000.0,605948000.0,2047741000.0,1415510000.0,MRSA3B,2024,
18065072000.0,4627422000.0,3385798000.0,3342471000.0,6385802000.0,998552000.0,5876731000.0,8909779000.0,6449125000.0,2215878000.0,3127177000.0,438297000.0,1777581000.0,1200149000.0,MRSA3B,2023,
14531453000.0,2014023000.0,866856000.0,2659693000.0,5513634000.0,731250000.0,3604792000.0,6737102000.0,5592118000.0,1553084000.0,2607754000.0,324123000.0,1228961000.0,874176000.0,MRSA3B,2022,
,,,,,,,,,,,,,,MRSA3B,2021,
18809559000.0,6293150000.0,807202000.0,3329665000.0,5179045000.0,489150000.0,7707000000.0,8210283000.0,11270073000.0,2445937000.0,3059839000.0,641275000.0,1804662000.0,1552654000.0,EQPA3,2025,
17824899000.0,6838508000.0,1318174000.0,4395233000.0,4988501000.0,1645111000.0,6030295000.0,7692580000.0,10133436000.0,2582073000.0,3006973000.0,387945000.0,2194128000.0,1976074000.0,EQPA3,2024,
14273319000.0,4303949000.0,342099000.0,2925099000.0,4646848000.0,387380000.0,4494871000.0,4903554000.0,9847046000.0,2964827000.0,3403900000.0,411758000.0,2553069000.0,2225811000.0,EQPA3,2023,
12790538000.0,4422555000.0,220828000.0,3259202000.0,2890074000.0,768820000.0,4812815000.0,5598066000.0,8084135000.0,2081499000.0,2461904000.0,345791000.0,1735708000.0,1556399000.0,EQPA3,2022,
,,,,,,,,,,,,,,EQPA3,2021,
19626027000.0,11633757000.0,978066000.0,6866734000.0,10456281000.0,21087000.0,358788000.0,2885366000.0,15829460000.0,1968655000.0,3259613000.0,253979000.0,1714676000.0,1457566000.0,LREN3,2025,
20364590000.0,12316659000.0,1926110000.0,7647557000.0,10772951000.0,931760000.0,13740000.0,3576911000.0,14436366000.0,1638517000.0,2882771000.0,317520000.0,1320997000.0,1196668000.0,LREN3,2024,0.0
20490638000.0,12191644000.0,2532187000.0,7492553000.0,10047221000.0,1090731000.0,836169000.0,4669167000.0,13647849000.0,1236943000.0,2335306000.0,396276000.0,840667000.0,976259000.0,LREN3,2023,0.0
21148892000.0,13043405000.0,2848351000.0,7005579000.0,10087515000.0,704175000.0,1701200000.0,5315285000.0,13271137000.0,1927417000.0,2968442000.0,543132000.0,1384285000.0,1291704000.0,LREN3,2022,0.0
,,,,,,,,,,,,,,LREN3,2021,
48727388000.0,8460107000.0,3826127000.0,6401179000.0,12508762000.0,1938340000.0,22582913000.0,24685323000.0,13176952000.0,2769433000.0,4319671000.0,2887247000.0,-117814000.0,-664032000.0,AURE3,2025,
52754236000.0,11133287000.0,7200549000.0,7148376000.0,13201696000.0,2698720000.0,24346016000.0,27215299000.0,8059951000.0,1676356000.0,2313719000.0,1145983000.0,530373000.0,250938000.0,AURE3,2024,
28994557000.0,5937861000.0,3238394000.0,3850751000.0,12368953000.0,851786000.0,5500048000.0,6418563000.0,6181890000.0,1441026000.0,2082835000.0,605119000.0,835907000.0,-317689000.0,AURE3,2023,0.0
32282893000.0,6268496000.0,3125959000.0,4199004000.0,15253078000.0,276615000.0,5553602000.0,5874521000.0,5515706000.0,3555351000.0,4170909000.0,502011000.0,3053340000.0,2674400000.0,AURE3,2022,0.0
,,,,,,,,,,,,,,AURE3,2021,1861941000.0
45593000000.0,16448000000.0,5628000000.0,16312000000.0,5255000000.0,2084000000.0,14481000000.0,26209000000.0,73819000000.0,3939000000.0,5579000000.0,3004000000.0,935000000.0,769000000.0,ASAI3,2024,
43177000000.0,14616000000.0,5459000000.0,16425000000.0,4630000000.0,2115000000.0,13069000000.0,24368000000.0,66503000000.0,3173000000.0,4649000000.0,2619000000.0,554000000.0,710000000.0,ASAI3,2023,
40618000000.0,14179000000.0,5842000000.0,16416000000.0,3896000000.0,1260000000.0,11331000000.0,20951000000.0,54520000000.0,2740000000.0,3730000000.0,1405000000.0,1335000000.0,1220000000.0,ASAI3,2022,
22854000000.0,8772000000.0,2550000000.0,8644000000.0,2766000000.0,613000000.0,7420000000.0,12084000000.0,41898000000.0,2684000000.0,3371000000.0,835000000.0,1849000000.0,1610000000.0,ASAI3,2021,
29046526000.0,12210956000.0,1315030000.0,7509016000.0,13040825000.0,176698000.0,6157010000.0,6890749000.0,21823488000.0,1017201000.0,1831133000.0,468151000.0,549050000.0,-1785238000.0,NATU3,2025,
20315234000.0,13380033000.0,1741187000.0,6875710000.0,9209915000.0,36345000.0,2353054000.0,3072549000.0,21271580000.0,1351443000.0,2045493000.0,301266000.0,1050177000.0,760639000.0,NATU3,2024,
19557366000.0,12924564000.0,1598054000.0,6288156000.0,9373003000.0,158692000.0,2353610000.0,3193599000.0,14928232000.0,352662000.0,912612000.0,485409000.0,-132747000.0,6439948000.0,NATU3,2023,
24648800000.0,10435037000.0,2054667000.0,7396063000.0,5992009000.0,134105000.0,7488087000.0,10356726000.0,13063619000.0,766989000.0,1271411000.0,486718000.0,280271000.0,123717000.0,NATU3,2022,
,,,,,,,,,,,,,,NATU3,2021,
32114316000.0,6225759000.0,685881000.0,2544363000.0,9163894000.0,1444647000.0,11142704000.0,12611435000.0,4397883000.0,3567974000.0,3753766000.0,1325292000.0,2242682000.0,1215559000.0,ALUP3,2025,0.0
30689036000.0,6244064000.0,807229000.0,3053989000.0,8240131000.0,1969051000.0,10714020000.0,12729626000.0,4002104000.0,3163919000.0,3342074000.0,1222402000.0,1941517000.0,1086090000.0,ALUP3,2024,15809000.0
28436081000.0,5419566000.0,823209000.0,3248718000.0,7355541000.0,2135557000.0,9638874000.0,11820516000.0,3311381000.0,2646476000.0,2800388000.0,1166213000.0,1480263000.0,694063000.0,ALUP3,2023,0.0
27933932000.0,5391721000.0,850481000.0,2558195000.0,6958063000.0,1151029000.0,10485077000.0,11680900000.0,3833708000.0,3080659000.0,3230241000.0,1180830000.0,1899829000.0,918466000.0,ALUP3,2022,
,,,,,,,,,,,,,,ALUP3,2021,
26465924000.0,7222564000.0,5601480000.0,6024748000.0,12347781000.0,859151000.0,5971199000.0,7392664000.0,7205727000.0,2900961000.0,3527212000.0,598306000.0,2302655000.0,2079568000.0,SAPR3,2025,
20508000000.0,3296187000.0,1800434000.0,1850428000.0,10828707000.0,466293000.0,5677641000.0,6631335000.0,6848219000.0,2591497000.0,3151446000.0,509335000.0,2082162000.0,1545347000.0,SAPR3,2024,
18803905000.0,2776732000.0,1252172000.0,1970093000.0,9744200000.0,566212000.0,4703272000.0,5777660000.0,6292736000.0,2456589000.0,2936697000.0,432268000.0,2024321000.0,1503363000.0,SAPR3,2023,
16657196000.0,2469829000.0,1174973000.0,1629658000.0,8786887000.0,480085000.0,4103308000.0,5083244000.0,5673647000.0,1941729000.0,2375149000.0,396182000.0,1545547000.0,1151538000.0,SAPR3,2022,
,,,,,,,,,,,,,,SAPR3,2021,
21497648000.0,4798000000.0,1330801000.0,3646028000.0,5661543000.0,939130000.0,6538069000.0,13751505000.0,7241694000.0,2065759000.0,3822960000.0,1321328000.0,744431000.0,638688000.0,SMFT3,2025,
18350301000.0,4112295000.0,1490624000.0,2791653000.0,5455896000.0,759724000.0,5154890000.0,11315226000.0,5580304000.0,1524378000.0,2936647000.0,1028044000.0,496334000.0,436440000.0,SMFT3,2024,
14230177000.0,3346134000.0,1103433000.0,2244232000.0,5068262000.0,594402000.0,3225497000.0,7927313000.0,4244743000.0,1395355000.0,2552750000.0,823769000.0,571586000.0,1036554000.0,SMFT3,2023,0.0
12049550000.0,3516159000.0,1251418000.0,1748885000.0,4186386000.0,488226000.0,2931668000.0,6749341000.0,2930438000.0,615466000.0,1517721000.0,697781000.0,-82315000.0,-89431000.0,SMFT3,2022,-1375832000.0
,,,,,,,,,,,,,,SMFT3,2021,-1286401000.0
24352014000.0,12753545000.0,1801712000.0,7297138000.0,10383957000.0,1204737000.0,1775192000.0,6899198000.0,38424403000.0,1738664000.0,2278260000.0,393295000.0,1345369000.0,1832920000.0,GMAT3,2025,1275906000.0
18228167000.0,10861474000.0,1664167000.0,4673250000.0,9155610000.0,420986000.0,1905416000.0,4495165000.0,32085428000.0,1690701000.0,2067447000.0,266169000.0,1424532000.0,1275752000.0,GMAT3,2024,129809000.0
15688402000.0,9357059000.0,1289138000.0,4235730000.0,8020025000.0,465402000.0,1343200000.0,3771770000.0,26773586000.0,1511742000.0,1865134000.0,234454000.0,1277288000.0,1220856000.0,GMAT3,2023,-227292000.0
13263938000.0,8800267000.0,1795647000.0,2753346000.0,7455606000.0,192831000.0,1663319000.0,3193485000.0,21768477000.0,1237109000.0,1566277000.0,148795000.0,1088314000.0,1052419000.0,GMAT3,2022,
,,,,,,,,,,,,,,GMAT3,2021,
13220481000.0,4421465000.0,21772000.0,2245680000.0,5001340000.0,232103000.0,3798366000.0,5271443000.0,8291182000.0,1476938000.0,2377249000.0,723731000.0,753207000.0,612831000.0,FLRY3,2025,332450000.0
13062410000.0,4375794000.0,21788000.0,1742813000.0,5289068000.0,206757000.0,3898314000.0,5391562000.0,7684659000.0,1331958000.0,2111941000.0,545547000.0,786411000.0,616172000.0,FLRY3,2024,632684000.0
11579968000.0,2803557000.0,21920000.0,1686616000.0,5083451000.0,308095000.0,2501478000.0,4241049000.0,6470850000.0,1008645000.0,1684023000.0,477317000.0,531328000.0,423758000.0,FLRY3,2023,397549000.0
7791770000.0,2391404000.0,17256000.0,1234135000.0,2681536000.0,360919000.0,2198917000.0,3678085000.0,4463040000.0,818553000.0,1273892000.0,413160000.0,405393000.0,307908000.0,FLRY3,2022,381073000.0
,,,,,,,,,,,,,,FLRY3,2021,
42708275000.0,8217389000.0,889391000.0,5778076000.0,11774188000.0,1039635000.0,15408422000.0,20688536000.0,11622991000.0,3539052000.0,5974811000.0,2085606000.0,1453446000.0,1411225000.0,BRAV3,2025,0.0
44463747000.0,9205489000.0,3171958000.0,5438248000.0,10523671000.0,962974000.0,18002620000.0,23481486000.0,8726361000.0,-113003000.0,1133202000.0,1216790000.0,-1329793000.0,-909691000.0,BRAV3,2024,-631995000.0
20119858000.0,3965496000.0,1754106000.0,3336511000.0,5492437000.0,989646000.0,8316885000.0,9351844000.0,5619989000.0,1287970000.0,1908070000.0,697176000.0,590794000.0,405234000.0,BRAV3,2023,0.0
7971135000.0,1570700000.0,800442000.0,891485000.0,4282439000.0,147957000.0,904085000.0,1102608000.0,1722422000.0,590874000.0,870176000.0,805007000.0,-214133000.0,149569000.0,BRAV3,2022,-15486000.0
,,,,,,,,,,,,,,BRAV3,2021,
15621244000.0,8728936000.0,3892614000.0,2931380000.0,3950638000.0,210718000.0,6010271000.0,6331829000.0,17283159000.0,1921240000.0,2341029000.0,952680000.0,968560000.0,684022000.0,GGPS3,2025,615579000.0
14370413000.0,7563555000.0,1468264000.0,3162289000.0,3477230000.0,425586000.0,4781706000.0,5512003000.0,14774369000.0,1571505000.0,1967723000.0,616981000.0,954524000.0,657826000.0,GGPS3,2024,1528501000.0
10019062000.0,5475713000.0,989728000.0,2450842000.0,2982265000.0,478526000.0,2551965000.0,3333066000.0,10631154000.0,1586214000.0,1824943000.0,670488000.0,915726000.0,642510000.0,GGPS3,2023,1306947000.0
8996499000.0,5198747000.0,889159000.0,1960993000.0,2590384000.0,328811000.0,2967313000.0,3366019000.0,9218683000.0,1091438000.0,1177460000.0,317765000.0,773673000.0,516683000.0,GGPS3,2022,931849000.0
,,,,,,,,,,,,,,GGPS3,2021,
35861000000.0,7623000000.0,2355000000.0,6384000000.0,7848000000.0,2374000000.0,17934000000.0,20356000000.0,15772000000.0,3845000000.0,4905000000.0,1747000000.0,2098000000.0,1954000000.0,CEEB3,2025,0.0
31283000000.0,6346000000.0,1525000000.0,6673000000.0,7424000000.0,2642000000.0,13667000000.0,16359000000.0,14607000000.0,3539000000.0,4505000000.0,1333000000.0,2206000000.0,1808000000.0,CEEB3,2024,0.0
27883000000.0,6075000000.0,956000000.0,6962000000.0,6437000000.0,2697000000.0,11564000000.0,14301000000.0,13524000000.0,3258000000.0,4130000000.0,1233000000.0,2025000000.0,1839000000.0,CEEB3,2023,0.0
25633000000.0,5388000000.0,1002000000.0,5738000000.0,5911000000.0,2254000000.0,10897000000.0,13189000000.0,12141000000.0,2974000000.0,3746000000.0,1087000000.0,1887000000.0,1567000000.0,CEEB3,2022,0.0
,,,,,,,,,,,,,,CEEB3,2021,
15390846000.0,3610752000.0,152720000.0,1889204000.0,3932600000.0,463871000.0,8208816000.0,8682762000.0,8005452000.0,1748821000.0,2132982000.0,769946000.0,978875000.0,871279000.0,ENMT3,2025,
14164988000.0,4047402000.0,97844000.0,2647166000.0,4259878000.0,1154070000.0,5798487000.0,6961037000.0,7513055000.0,1720701000.0,2048408000.0,503681000.0,1217020000.0,1088082000.0,ENMT3,2024,
13011019000.0,3604854000.0,162215000.0,3014192000.0,3761112000.0,1355281000.0,4072785000.0,5430000000.0,7064527000.0,2122506000.0,2401033000.0,450692000.0,1671814000.0,1379044000.0,ENMT3,2023,
11807373000.0,3017672000.0,154900000.0,2725405000.0,3099193000.0,1256318000.0,3716720000.0,4975586000.0,7131856000.0,2223066000.0,2465143000.0,822089000.0,1400977000.0,1190704000.0,ENMT3,2022,
,,,,,,,,,,,,,,ENMT3,2021,-218253000.0
23637914000.0,6303526000.0,991644000.0,29473151000.0,-29038062000.0,13872255000.0,9584715000.0,36168033000.0,21640393000.0,6951218000.0,9964593000.0,6826348000.0,124870000.0,124858000.0,AZUL3,2025,-34693646000.0
26274943000.0,5658020000.0,1210009000.0,21342297000.0,-30435270000.0,2331520000.0,13832265000.0,37542632000.0,19526208000.0,-4332353000.0,-1768371000.0,4857821000.0,-9190174000.0,-9151371000.0,AZUL3,2024,-34818504000.0
20532909000.0,5044147000.0,1897336000.0,14748880000.0,-21327848000.0,1416705000.0,9774664000.0,26337780000.0,18554425000.0,2214733000.0,4618956000.0,4555663000.0,-2340930000.0,-2380456000.0,AZUL3,2023,-25667133000.0
18721293000.0,4871936000.0,668348000.0,15056105000.0,-19007500000.0,1881081000.0,7508689000.0,23972603000.0,15948067000.0,3517759000.0,5612207000.0,4240126000.0,-722367000.0,-722367000.0,AZUL3,2022,-23286677000.0
,,,,,,,,,,,,,,AZUL3,2021,
35684766000.0,16801273000.0,5141617000.0,4078513000.0,20813879000.0,754402000.0,6205848000.0,7064706000.0,26263450000.0,-569398000.0,705393000.0,911357000.0,-1480755000.0,-3078192000.0,USIM3,2025,
39871790000.0,17430918000.0,5200342000.0,4783005000.0,23881787000.0,1014846000.0,6617591000.0,7757953000.0,25869799000.0,587119000.0,1813186000.0,682703000.0,-95584000.0,-145946000.0,USIM3,2024,
40161751000.0,17931648000.0,5323851000.0,5514389000.0,23855650000.0,1700092000.0,5793223000.0,7600578000.0,27638348000.0,1856874000.0,2918845000.0,691049000.0,1165825000.0,1390926000.0,USIM3,2023,
40000451000.0,20358661000.0,2916047000.0,5392626000.0,23155025000.0,1066350000.0,6066582000.0,7252112000.0,32470510000.0,3867322000.0,4770003000.0,588408000.0,3278914000.0,1615538000.0,USIM3,2022,
,,,,,,,,,,,,,,USIM3,2021,
13966017000.0,4468334000.0,1268235000.0,2429356000.0,4291888000.0,136193000.0,4139337000.0,4494929000.0,8788797000.0,773547000.0,1531782000.0,420516000.0,353031000.0,121040000.0,CBAV3,2025,
13833020000.0,4561891000.0,1141965000.0,2345979000.0,3784334000.0,117289000.0,4512089000.0,4813104000.0,8173649000.0,69285000.0,712620000.0,427950000.0,-358665000.0,-180671000.0,CBAV3,2024,-401048000.0
13561932000.0,5108165000.0,1350229000.0,2181494000.0,4458435000.0,103107000.0,4241385000.0,4392965000.0,7348067000.0,-683417000.0,-113125000.0,296582000.0,-979999000.0,-907637000.0,CBAV3,2023,-234106000.0
12274705000.0,4348413000.0,849082000.0,2187580000.0,5095552000.0,107593000.0,2861135000.0,3000547000.0,8824627000.0,1396592000.0,1936103000.0,266266000.0,1130326000.0,867549000.0,CBAV3,2022,
,,,,,,,,,,,,,,CBAV3,2021,
6096758000.0,2711014000.0,555595000.0,1687083000.0,3323904000.0,380547000.0,854986000.0,1398951000.0,4564874000.0,678257000.0,938791000.0,120637000.0,557620000.0,568809000.0,ALPA3,2025,-214308000.0
6839725000.0,3459140000.0,1488511000.0,1349606000.0,4035592000.0,251373000.0,1172151000.0,1613284000.0,4108311000.0,241720000.0,491535000.0,178221000.0,63499000.0,107979000.0,ALPA3,2024,-151521000.0
6327389000.0,3199595000.0,922525000.0,985107000.0,3726783000.0,127437000.0,1358168000.0,1670590000.0,3734146000.0,-1908875000.0,-1697625000.0,175992000.0,-2084867000.0,-1866620000.0,ALPA3,2023,-2199924000.0
8499680000.0,3773385000.0,647517000.0,1494762000.0,5758103000.0,256176000.0,1019075000.0,1426978000.0,4181866000.0,323074000.0,486583000.0,52124000.0,270950000.0,121462000.0,ALPA3,2022,0.0
,,,,,,,,,,,,,,ALPA3,2021,
21341432000.0,9845683000.0,2647586000.0,5465900000.0,5031103000.0,1591681000.0,6344568000.0,11354139000.0,9759214000.0,1922144000.0,2638998000.0,1208463000.0,713681000.0,555573000.0,SLCE3,2025,
17574342000.0,8390257000.0,1979575000.0,6145505000.0,3997670000.0,1685130000.0,3913274000.0,8665451000.0,7803627000.0,1385010000.0,1960314000.0,870794000.0,514216000.0,509410000.0,SLCE3,2024,
15856318000.0,7367273000.0,1613703000.0,4040317000.0,4927058000.0,1413552000.0,2979827000.0,7669322000.0,9122124000.0,2009874000.0,2529104000.0,785969000.0,1223905000.0,895600000.0,SLCE3,2023,
14868389000.0,7032683000.0,1235775000.0,4589690000.0,4598797000.0,1281537000.0,2172734000.0,6722464000.0,9518344000.0,2457987000.0,2946544000.0,652162000.0,1805825000.0,1267459000.0,SLCE3,2022,0.0
,,,,,,,,,,,,,,SLCE3,2021,789306000.0
4293945000.0,1345247000.0,851334000.0,569473000.0,1442102000.0,178483000.0,1943929000.0,2226489000.0,1050340000.0,368817000.0,549995000.0,271948000.0,96869000.0,60142000.0,ORVR3,2025,-727704000.0
3334198000.0,911748000.0,493299000.0,423093000.0,778156000.0,140957000.0,1726341000.0,1974999000.0,903473000.0,306505000.0,462472000.0,204157000.0,102348000.0,60897000.0,ORVR3,2024,-787846000.0
2262344000.0,592636000.0,289426000.0,258431000.0,706005000.0,45583000.0,1079806000.0,1177775000.0,776276000.0,270107000.0,435767000.0,199191000.0,70916000.0,40115000.0,ORVR3,2023,-848743000.0
2073296000.0,580211000.0,168875000.0,322882000.0,550491000.0,37616000.0,977538000.0,1071165000.0,626224000.0,134726000.0,270072000.0,231580000.0,-96854000.0,-149006000.0,ORVR3,2022,-888858000.0
,,,,,,,,,,,,,,ORVR3,2021,
