total_assets,current_assets,cash,current_liabilities,equity,st_debt,lt_debt,total_debt_reported,retained_earnings,revenue,ebit,ebitda,interest_expense,pretax_income,net_income,ticker,year
99021750000000.0,48243041000000.0,8053108000000.0,23434705000000.0,52477530000000.0,9613402000000.0,12389668000000.0,25129144000000.0,52921137000000.0,85003616000000.0,4654949000000.0,8348528000000.0,607458000000.0,4047491000000.0,3157536000000.0,005490,2022
,,,,,,,,,,,,,,,005490,2021
7227883006290.0,3738227618770.0,216772513670.0,3561457465140.0,2351728765100.0,337991109000.0,464450013000.0,850990122000.0,829390616370.0,5968511616600.0,684728494860.0,770688494860.0,58938000000.0,625790494860.0,519893715250.0,298040,2025
6218812921200.0,3036422654440.0,249076858010.0,3092775159620.0,1908516731940.0,496873510000.0,563140401000.0,1083025911000.0,353099108910.0,4894979612220.0,312747941670.0,385614941670.0,89113000000.0,223634941670.0,222633314540.0,298040,2024
4761300218430.0,2351430099770.0,277804610270.0,2811484808080.0,1080310240470.0,903104096000.0,398121189000.0,1323478285000.0,175547848180.0,4300571503250.0,262086763080.0,347083763080.0,92423000000.0,169663763080.0,115982221070.0,298040,2023
4693470608270.0,2221499626000.0,212739996070.0,2504911410800.0,974569513280.0,950163074000.0,659765183000.0,1628671257000.0,68905108290.0,3510143917630.0,118343661000.0,200596661000.0,58502000000.0,59841661000.0,10215533940.0,298040,2022
,,,,,,,,,,,,,,,298040,2021
105608481396000.0,42795276125000.0,16091551855000.0,41057102110000.0,21792075772000.0,16091374427000.0,22764517807000.0,41181759530000.0,4304259813000.0,80296054243000.0,-4338633209000.0,-1103261209000.0,1530166000000.0,-5868799209000.0,-3347850026000.0,096770,2025
110530097549000.0,36318431920000.0,15865084196000.0,37725576071000.0,24641444950000.0,17595382016000.0,27032202701000.0,47128469668000.0,8231276686000.0,74269646737000.0,-798918771000.0,1655641229000.0,1503516000000.0,-2302434771000.0,-2259957139000.0,096770,2024
80835513251000.0,33279589404000.0,13074425609000.0,29399178862000.0,22202714489000.0,11244107115000.0,17714684258000.0,30535073942000.0,11252835251000.0,77288485864000.0,2076143003000.0,4106107003000.0,1143958000000.0,932185003000.0,256250365000.0,096770,2023
67218924277000.0,31966675885000.0,9479086529000.0,27557209671000.0,19651626210000.0,12050543999000.0,13403701628000.0,27168222445000.0,11579657924000.0,78056939448000.0,3506159277000.0,5299317277000.0,645969000000.0,2860190277000.0,1569022663000.0,096770,2022
,,,,,,,,,,,,,,,096770,2021
33563133000000.0,15117543000000.0,1760767000000.0,2601963000000.0,26569235000000.0,125279000000.0,126027000000.0,5186818000000.0,13280054000000.0,10891443000000.0,2208621000000.0,3324635000000.0,207894000000.0,2000727000000.0,1878436000000.0,011200,2025
33848562000000.0,17996844000000.0,1471825000000.0,2357189000000.0,27853923000000.0,119045000000.0,145126000000.0,4377059000000.0,14114764000000.0,11700224000000.0,4032390000000.0,4935386000000.0,135824000000.0,3896566000000.0,3782169000000.0,011200,2024
25713363000000.0,13179709000000.0,3249802000000.0,2001371000000.0,21439198000000.0,112619000000.0,279308000000.0,3027063000000.0,10889054000000.0,8400969000000.0,1212636000000.0,2085512000000.0,158375000000.0,1054261000000.0,968560000000.0,011200,2023
26066659000000.0,14280104000000.0,4980161000000.0,2051767000000.0,20779519000000.0,116569000000.0,348935000000.0,3877823000000.0,10628749000000.0,18582770000000.0,10587361000000.0,11428980000000.0,371935000000.0,10215426000000.0,10116968000000.0,011200,2022
,,,,,,,,,,,,,,,011200,2021
30107783000000.0,6727130000000.0,1490024000000.0,6529775000000.0,12863103000000.0,1252584000000.0,7594445000000.0,10372827000000.0,22938268000000.0,17099213000000.0,1105466000000.0,4572600000000.0,383205000000.0,722261000000.0,408410000000.0,017670,2025
30515255000000.0,7476682000000.0,2023721000000.0,9224278000000.0,11698627000000.0,2560109000000.0,6566771000000.0,10764831000000.0,22976127000000.0,17940609000000.0,2164894000000.0,5725268000000.0,403129000000.0,1761765000000.0,1250155000000.0,017670,2024
30119227000000.0,6585602000000.0,1454978000000.0,6993980000000.0,11389046000000.0,1621844000000.0,7421877000000.0,10655154000000.0,22799981000000.0,17608511000000.0,1877992000000.0,5492758000000.0,389813000000.0,1488179000000.0,1093611000000.0,017670,2023
31308262000000.0,7219196000000.0,1882291000000.0,8046541000000.0,11318320000000.0,2110584000000.0,7192220000000.0,11084861000000.0,22463711000000.0,17304973000000.0,1564459000000.0,5319771000000.0,328307000000.0,1236152000000.0,912400000000.0,017670,2022
,,,,,,,,,,,,,,,017670,2021
813331626120.0,493274637710.0,276235377520.0,120120329890.0,690327519530.0,,,2554319940.0,639253488500.0,576684619520.0,278780754700.0,290334947660.0,397686000.0,278383068700.0,214007548410.0,042700,2025
