total_assets,current_assets,cash,current_liabilities,equity,total_debt_reported,retained_earnings,revenue,ebit,ebitda,interest_expense,pretax_income,net_income,ticker,year,st_debt,lt_debt
26047000000.0,10811000000.0,1752000000.0,10837000000.0,2106000000.0,12381000000.0,2595000000.0,20461000000.0,430000000.0,1344000000.0,505000000.0,-75000000.0,-118000000.0,ELCO,2024,2950000000.0,6098000000.0
23979000000.0,9811000000.0,1150000000.0,10476000000.0,2248000000.0,10453000000.0,2724000000.0,18455000000.0,101000000.0,988000000.0,416000000.0,-315000000.0,-289000000.0,ELCO,2023,2762000000.0,5085000000.0
22852228000.0,9040880000.0,1325243000.0,9485374000.0,2581028000.0,9342227000.0,3080630000.0,18626000000.0,1580000000.0,2355000000.0,290000000.0,1290000000.0,429000000.0,ELCO,2022,2380401000.0,4422961000.0
,,,,,,,,,,,,,ELCO,2021,,
335513000.0,220460000.0,138357000.0,119782000.0,200835000.0,5691000.0,201543000.0,269679000.0,114881000.0,131051000.0,474000.0,114407000.0,98642000.0,BGRA,2025,,
236877000.0,147888000.0,90037000.0,120671000.0,104240000.0,5112000.0,104901000.0,173577000.0,72233000.0,83187000.0,421000.0,71812000.0,61887000.0,BGRA,2024,,
,,,,,,,106030000.0,24424000.0,32060000.0,562000.0,23862000.0,19901000.0,BGRA,2023,,
8408787000.0,4358201000.0,135564000.0,4164512000.0,2367795000.0,4462788000.0,935863000.0,1879394000.0,515090000.0,517020000.0,211352000.0,303738000.0,240175000.0,AZRM,2025,2781474000.0,1681314000.0
7703792000.0,3904036000.0,192079000.0,3557815000.0,2236429000.0,3717078000.0,735503000.0,1751922000.0,382708000.0,384720000.0,161234000.0,221474000.0,170485000.0,AZRM,2024,1957846000.0,1759232000.0
6859187000.0,3148582000.0,122791000.0,2838657000.0,2066540000.0,3018495000.0,565956000.0,1474321000.0,385124000.0,387568000.0,129368000.0,255756000.0,174587000.0,AZRM,2023,1194489000.0,1824006000.0
6919983000.0,3313592000.0,274555000.0,2956905000.0,1879561000.0,2722334000.0,389935000.0,1104256000.0,296646000.0,299384000.0,85663000.0,210983000.0,171543000.0,AZRM,2022,710154000.0,2012180000.0
,,,,,,,,,,,,,AZRM,2021,,
2572057000.0,450874000.0,55720000.0,903562000.0,1275131000.0,742548000.0,887833000.0,1556509000.0,22409000.0,162980000.0,30413000.0,-8004000.0,-2006000.0,DANH,2025,516294000.0,38028000.0
2348990000.0,266432000.0,32623000.0,620730000.0,1290626000.0,568862000.0,888953000.0,1497264000.0,107424000.0,243171000.0,28829000.0,78595000.0,68366000.0,DANH,2024,300113000.0,88322000.0
2369282000.0,214536000.0,51271000.0,601082000.0,1221621000.0,680380000.0,818670000.0,1615580000.0,190758000.0,319897000.0,35799000.0,154959000.0,123199000.0,DANH,2023,294383000.0,191108000.0
2451529000.0,295607000.0,22486000.0,682347000.0,1113700000.0,849884000.0,712671000.0,1465228000.0,160771000.0,283502000.0,28445000.0,132326000.0,102315000.0,DANH,2022,352385000.0,294789000.0
,,,,,,,,,,,,,DANH,2021,,
5436321000.0,433751000.0,228438000.0,304657000.0,3776065000.0,790070000.0,3429140000.0,355490000.0,435034000.0,454821000.0,37994000.0,397040000.0,308233000.0,VILR,2025,134652000.0,652944000.0
5039626000.0,395899000.0,198056000.0,544898000.0,3513294000.0,701689000.0,3160170000.0,328455000.0,488934000.0,507933000.0,30209000.0,458725000.0,354625000.0,VILR,2024,364565000.0,332409000.0
4449770000.0,240392000.0,190629000.0,239829000.0,3194620000.0,591420000.0,2877965000.0,312249000.0,341882000.0,363030000.0,24628000.0,317254000.0,246662000.0,VILR,2023,154382000.0,430175000.0
4004159000.0,230878000.0,185995000.0,224128000.0,2954816000.0,446036000.0,2656991000.0,279971000.0,555216000.0,571870000.0,19424000.0,535792000.0,419948000.0,VILR,2022,157695000.0,282119000.0
,,,,,,,,,,,,,VILR,2021,,
2443246000.0,1424054000.0,349746000.0,1145434000.0,732872000.0,881289000.0,584791000.0,1911291000.0,117376000.0,131903000.0,56375000.0,61001000.0,54270000.0,BSTG,2025,350654000.0,501553000.0
2187430000.0,1173783000.0,306444000.0,973195000.0,707160000.0,784769000.0,543021000.0,1538954000.0,151947000.0,164710000.0,45787000.0,106160000.0,84143000.0,BSTG,2024,347120000.0,409947000.0
,,,,,,,1309980000.0,137897000.0,147340000.0,33734000.0,104163000.0,84510000.0,BSTG,2023,,
1240572000.0,714264000.0,70743000.0,360749000.0,326261000.0,582246000.0,58235000.0,1011803000.0,245179000.0,261366000.0,9638000.0,235541000.0,124336000.0,MRIN,2025,136227000.0,435059000.0
762522000.0,349039000.0,52455000.0,249474000.0,280822000.0,264150000.0,59095000.0,783335000.0,157228000.0,173056000.0,10125000.0,147103000.0,78271000.0,MRIN,2024,104003000.0,149412000.0
694732000.0,343417000.0,71954000.0,132547000.0,268153000.0,256045000.0,46825000.0,648534000.0,132503000.0,144628000.0,10575000.0,121928000.0,66429000.0,MRIN,2023,32126000.0,212493000.0
711726000.0,386715000.0,187062000.0,162518000.0,238813000.0,272811000.0,17182000.0,497853000.0,74954000.0,84166000.0,5303000.0,69651000.0,41460000.0,MRIN,2022,17406000.0,243094000.0
,,,,,,,,,,,,,MRIN,2021,,
7342307000.0,2605146000.0,46333000.0,3195656000.0,1604903000.0,4254863000.0,,6389741000.0,500057000.0,801318000.0,190917000.0,309140000.0,248913000.0,DRAL,2025,1804673000.0,944770000.0
6178997000.0,2112356000.0,46001000.0,2470248000.0,1452288000.0,3453354000.0,,6760063000.0,297186000.0,595222000.0,161774000.0,135412000.0,127838000.0,DRAL,2024,1187441000.0,811834000.0
5870124000.0,2023442000.0,46541000.0,2359814000.0,1322287000.0,3400841000.0,,7444596000.0,216293000.0,509010000.0,172762000.0,43531000.0,66436000.0,DRAL,2023,1213782000.0,756460000.0
6778332000.0,3066939000.0,125995000.0,3136163000.0,1350617000.0,3969807000.0,,8164538000.0,210880000.0,500290000.0,164130000.0,46750000.0,26561000.0,DRAL,2022,1658481000.0,953518000.0
,,,,,,,,,,,,,DRAL,2021,,
2825389000.0,532969000.0,15535000.0,560820000.0,2044170000.0,464815000.0,1720238000.0,69645000.0,201983000.0,202174000.0,24355000.0,177628000.0,154728000.0,RLRE,2024,355305000.0,109510000.0
2484005000.0,450814000.0,16650000.0,367863000.0,1885775000.0,403701000.0,1565510000.0,73742000.0,137649000.0,137942000.0,21573000.0,116076000.0,107850000.0,RLRE,2023,256097000.0,147604000.0
,,,,,,,64639000.0,27188000.0,27416000.0,8524000.0,18664000.0,44895000.0,RLRE,2022,,
6913884000.0,3443560000.0,74125000.0,3548887000.0,2194619000.0,3968439000.0,1853257000.0,979686000.0,250410000.0,261060000.0,11630000.0,238780000.0,208219000.0,PRSK,2025,2969980000.0,979932000.0
5685742000.0,2774618000.0,32084000.0,2721683000.0,1974328000.0,2913151000.0,1645038000.0,625817000.0,231624000.0,241480000.0,1285000.0,230339000.0,210954000.0,PRSK,2024,2090794000.0,814876000.0
5012293000.0,2144607000.0,31057000.0,2582400000.0,1799122000.0,2328878000.0,1473885000.0,374894000.0,202017000.0,211347000.0,303000.0,201714000.0,154884000.0,PRSK,2023,1860207000.0,461776000.0
4784926000.0,2109889000.0,90675000.0,2012125000.0,1649425000.0,1894223000.0,1334802000.0,715231000.0,373961000.0,383845000.0,413000.0,373548000.0,309111000.0,PRSK,2022,943129000.0,943397000.0
,,,,,,,,,,,,,PRSK,2021,,
6530699000.0,3961319000.0,122159000.0,3560059000.0,1484955000.0,4128478000.0,1020172000.0,1581961000.0,356165000.0,372592000.0,139602000.0,216563000.0,156507000.0,AMRM,2025,2777026000.0,1351452000.0
5240617000.0,3174181000.0,48425000.0,3053782000.0,1201143000.0,3109302000.0,863665000.0,1080283000.0,258799000.0,270040000.0,100728000.0,158071000.0,115094000.0,AMRM,2024,2231975000.0,877327000.0
4137482000.0,2889532000.0,28618000.0,2761108000.0,795859000.0,2918299000.0,768571000.0,788807000.0,266382000.0,273120000.0,45958000.0,220424000.0,149553000.0,AMRM,2023,2434427000.0,483872000.0
,,,,,,,1012205000.0,439976000.0,444685000.0,83700000.0,356276000.0,264434000.0,AMRM,2022,,
91391000.0,69537000.0,36319000.0,15636000.0,73074000.0,1271000.0,15113000.0,45674000.0,11412000.0,12947000.0,82000.0,11330000.0,10266000.0,RPOL,2025,,
24183000.0,21999000.0,5206000.0,8651000.0,14551000.0,1114000.0,10536000.0,29702000.0,6625000.0,7103000.0,88000.0,6537000.0,5635000.0,RPOL,2024,,
,,,,,,,23322000.0,7548000.0,7967000.0,75000.0,7473000.0,6482000.0,RPOL,2023,,
12346573000.0,5947870000.0,50763000.0,7509309000.0,2283952000.0,7774747000.0,1119779000.0,8360833000.0,779231000.0,1501709000.0,347747000.0,431484000.0,327139000.0,CRSM,2025,5290276000.0,2138955000.0
9855578000.0,4544378000.0,129828000.0,5801195000.0,1934689000.0,6262017000.0,792640000.0,6441262000.0,605736000.0,1228564000.0,241692000.0,364044000.0,270922000.0,CRSM,2024,4213757000.0,1817171000.0
7101418000.0,2531135000.0,101731000.0,3098102000.0,1880546000.0,4449751000.0,751824000.0,4694717000.0,451265000.0,961771000.0,187836000.0,263429000.0,200188000.0,CRSM,2023,2372333000.0,1877717000.0
5565133000.0,1705734000.0,105471000.0,2253558000.0,1894285000.0,2809284000.0,775833000.0,3548530000.0,562516000.0,1009896000.0,72534000.0,489982000.0,380016000.0,CRSM,2022,1428540000.0,1191806000.0
,,,,,,,,,,,,,CRSM,2021,,
1313851000.0,556540000.0,202925000.0,360920000.0,528607000.0,500629000.0,176635000.0,1299070000.0,221032000.0,328790000.0,24653000.0,196379000.0,151627000.0,DLTI,2025,,
1162734000.0,547230000.0,125930000.0,360371000.0,470577000.0,369654000.0,111475000.0,1188117000.0,227454000.0,319075000.0,19226000.0,208228000.0,158727000.0,DLTI,2024,,
1195648000.0,675636000.0,346909000.0,315722000.0,571781000.0,373464000.0,215362000.0,945878000.0,162466000.0,240886000.0,12762000.0,149704000.0,116051000.0,DLTI,2023,,
960177000.0,621780000.0,104080000.0,252952000.0,508255000.0,233039000.0,142999000.0,918766000.0,136419000.0,211227000.0,9045000.0,127374000.0,96866000.0,DLTI,2022,,
,,,,,,,,,,,,,DLTI,2021,,
2377859000.0,2055104000.0,24483000.0,776141000.0,1532733000.0,285682000.0,1421234000.0,5222181000.0,325872000.0,377267000.0,12430000.0,313442000.0,226991000.0,NTML,2025,234253000.0,1382000.0
2075907000.0,1720158000.0,38536000.0,551055000.0,1441561000.0,97950000.0,1316228000.0,4801083000.0,280059000.0,329778000.0,10266000.0,269793000.0,204145000.0,NTML,2024,36038000.0,1424000.0
1917461000.0,1563140000.0,6084000.0,553300000.0,1272181000.0,303926000.0,1155693000.0,4361424000.0,138091000.0,182933000.0,23427000.0,114664000.0,88282000.0,NTML,2023,234255000.0,846000.0
1915532000.0,1587660000.0,8297000.0,630124000.0,1184948000.0,445399000.0,1064582000.0,4194320000.0,182080000.0,220187000.0,13189000.0,168891000.0,127817000.0,NTML,2022,368336000.0,225000.0
,,,,,,,,,,,,,NTML,2021,,
1360787000.0,680959000.0,213427000.0,557117000.0,507556000.0,326895000.0,181367000.0,2904421000.0,208596000.0,248895000.0,21270000.0,187326000.0,116950000.0,DANE,2025,39175000.0,35267000.0
1312213000.0,684990000.0,251202000.0,543232000.0,452259000.0,363565000.0,145676000.0,2759238000.0,98050000.0,138390000.0,20989000.0,77061000.0,20509000.0,DANE,2024,53957000.0,60478000.0
1300168000.0,555938000.0,185149000.0,473713000.0,471438000.0,376071000.0,173478000.0,2499310000.0,64327000.0,102707000.0,18370000.0,45957000.0,-11223000.0,DANE,2023,34814000.0,87261000.0
1265931000.0,488980000.0,139981000.0,435299000.0,493169000.0,335481000.0,211664000.0,2363937000.0,167008000.0,206171000.0,10915000.0,156093000.0,115786000.0,DANE,2022,25579000.0,92799000.0
,,,,,,,,,,,,,DANE,2021,,
2003533000.0,855930000.0,321289000.0,747244000.0,943700000.0,602914000.0,-347718000.0,1577474000.0,61686000.0,186059000.0,27370000.0,34316000.0,27310000.0,ISHI,2025,312529000.0,161541000.0
1673410000.0,704791000.0,277605000.0,453885000.0,961892000.0,344145000.0,-355028000.0,1308444000.0,105946000.0,200390000.0,24196000.0,81750000.0,65685000.0,ISHI,2024,124225000.0,116062000.0
1739646000.0,930079000.0,268243000.0,499389000.0,927198000.0,423186000.0,-390713000.0,1531539000.0,138665000.0,229884000.0,18357000.0,120308000.0,96750000.0,ISHI,2023,185143000.0,142376000.0
1591507000.0,852036000.0,175219000.0,489462000.0,857216000.0,343743000.0,-452463000.0,1476352000.0,167490000.0,239379000.0,12287000.0,155203000.0,126395000.0,ISHI,2022,167033000.0,100842000.0
,,,,,,,,,,,,,ISHI,2021,,
2104301000.0,1588716000.0,133860000.0,1389641000.0,250047000.0,855696000.0,209289000.0,2042246000.0,110815000.0,150889000.0,71534000.0,39281000.0,29581000.0,ORON,2025,387015000.0,380954000.0
1612949000.0,1249249000.0,102941000.0,1023683000.0,238211000.0,676932000.0,199708000.0,1860108000.0,103809000.0,134305000.0,55908000.0,47901000.0,35780000.0,ORON,2024,323246000.0,286778000.0
1403935000.0,1111814000.0,106592000.0,980327000.0,214495000.0,586870000.0,178928000.0,1518770000.0,74775000.0,96955000.0,41203000.0,33572000.0,24642000.0,ORON,2023,374587000.0,178793000.0
1189848000.0,977656000.0,116496000.0,852750000.0,197747000.0,442757000.0,164286000.0,1207114000.0,58640000.0,75077000.0,19965000.0,38675000.0,29410000.0,ORON,2022,303877000.0,114445000.0
,,,,,,,,,,,,,ORON,2021,,
1201065000.0,113993000.0,60472000.0,130264000.0,447991000.0,642848000.0,365694000.0,299704000.0,101542000.0,146452000.0,36751000.0,64791000.0,49737000.0,TMRP,2025,54634000.0,588214000.0
1224241000.0,135361000.0,23224000.0,116070000.0,427776000.0,699001000.0,345978000.0,310443000.0,115101000.0,157045000.0,39764000.0,75337000.0,58564000.0,TMRP,2024,56154000.0,642847000.0
1222168000.0,143035000.0,32173000.0,101766000.0,392772000.0,751960000.0,311415000.0,277567000.0,106446000.0,144989000.0,42658000.0,63788000.0,49510000.0,TMRP,2023,52959000.0,699001000.0
1265949000.0,194487000.0,78654000.0,130926000.0,362258000.0,804296000.0,281905000.0,302194000.0,115179000.0,158890000.0,45586000.0,69593000.0,33822000.0,TMRP,2022,52336000.0,751960000.0
,,,,,,,,,,,,,TMRP,2021,,
5723520000.0,1264283000.0,468583000.0,620517000.0,1358163000.0,1398491000.0,1347360000.0,2461562000.0,662971000.0,881096000.0,30592000.0,632379000.0,222691000.0,NFTA,2025,133317000.0,1265174000.0
5953574000.0,1116658000.0,391449000.0,895427000.0,1225652000.0,1340604000.0,1125678000.0,2658980000.0,1042584000.0,1268839000.0,49373000.0,993211000.0,337724000.0,NFTA,2024,434774000.0,905830000.0
5725689000.0,1110531000.0,382940000.0,865945000.0,1075813000.0,1543099000.0,958473000.0,2236785000.0,789452000.0,1002256000.0,60645000.0,728807000.0,166041000.0,NFTA,2023,461318000.0,1081781000.0
5563957000.0,1289293000.0,723355000.0,778468000.0,1203889000.0,1585528000.0,1121104000.0,2044027000.0,885032000.0,1096020000.0,68567000.0,816465000.0,233072000.0,NFTA,2022,420710000.0,1164818000.0
,,,,,,,,,,,,,NFTA,2021,,
1699977000.0,555798000.0,73538000.0,380086000.0,394337000.0,934641000.0,-49530000.0,129001000.0,19672000.0,25597000.0,23230000.0,-3558000.0,5318000.0,SOLR,2025,71849000.0,769264000.0
1524741000.0,386166000.0,61918000.0,477875000.0,222003000.0,992528000.0,-80501000.0,105720000.0,-50291000.0,-28193000.0,22604000.0,-72895000.0,-52431000.0,SOLR,2024,224635000.0,634588000.0
1355660000.0,278935000.0,152578000.0,96725000.0,289454000.0,934136000.0,-30576000.0,47671000.0,32739000.0,54469000.0,28179000.0,4560000.0,10181000.0,SOLR,2023,63522000.0,727471000.0
1034333000.0,137417000.0,69616000.0,74972000.0,158979000.0,786498000.0,-64943000.0,38694000.0,17056000.0,34561000.0,25188000.0,-8132000.0,-11148000.0,SOLR,2022,47921000.0,604259000.0
,,,,,,,,,,,,,SOLR,2021,,
1904330000.0,556595000.0,38866000.0,349967000.0,1243114000.0,196442000.0,726329000.0,896019000.0,95959000.0,145069000.0,9496000.0,86463000.0,63715000.0,ACKR,2025,112611000.0,46536000.0
1944990000.0,571277000.0,21401000.0,356943000.0,1235296000.0,149178000.0,711621000.0,902353000.0,175182000.0,220400000.0,8136000.0,167046000.0,123406000.0,ACKR,2024,29730000.0,74840000.0
1887630000.0,588049000.0,133861000.0,367593000.0,1150285000.0,184816000.0,637223000.0,1036962000.0,141772000.0,187676000.0,18249000.0,123523000.0,93500000.0,ACKR,2023,41775000.0,101301000.0
1933864000.0,661886000.0,177570000.0,455894000.0,1082531000.0,232023000.0,582731000.0,782253000.0,109138000.0,148909000.0,10902000.0,98236000.0,75621000.0,ACKR,2022,53623000.0,134945000.0
,,,,,,,,,,,,,ACKR,2021,,
77179000.0,71543000.0,34868000.0,8903000.0,65814000.0,3116000.0,56660000.0,61258000.0,25786000.0,26920000.0,316000.0,25470000.0,21574000.0,QLTU,2025,,
61557000.0,53460000.0,35308000.0,10554000.0,47913000.0,3685000.0,39719000.0,46247000.0,17074000.0,18169000.0,290000.0,16784000.0,13907000.0,QLTU,2024,,
47354000.0,43795000.0,25766000.0,7369000.0,39982000.0,73000.0,31979000.0,41112000.0,14229000.0,15235000.0,77000.0,14152000.0,12300000.0,QLTU,2023,,
40462000.0,37779000.0,14937000.0,8741000.0,31634000.0,609000.0,23799000.0,41171000.0,14273000.0,15156000.0,89000.0,14184000.0,11641000.0,QLTU,2022,,
,,,,,,,,,,,,,QLTU,2021,0.0,
7339905000.0,403543000.0,225690000.0,2947992000.0,1755759000.0,1413841000.0,1474643000.0,280802000.0,591899000.0,592515000.0,45084000.0,546815000.0,388203000.0,MDTR,2025,63507000.0,1350334000.0
6175202000.0,360234000.0,285097000.0,2722578000.0,1487278000.0,1050369000.0,1206440000.0,252187000.0,398769000.0,403856000.0,26640000.0,372129000.0,267105000.0,MDTR,2024,54332000.0,996037000.0
5691750000.0,402661000.0,297994000.0,2539493000.0,1299600000.0,992847000.0,1019335000.0,240790000.0,345592000.0,346749000.0,23151000.0,322441000.0,220579000.0,MDTR,2023,560000.0,992287000.0
5080189000.0,358007000.0,279424000.0,2521360000.0,1133532000.0,692990000.0,858753000.0,234293000.0,195615000.0,210866000.0,22715000.0,172900000.0,120919000.0,MDTR,2022,24096000.0,668894000.0
,,,,,,,,,,,,,MDTR,2021,,
1010049000.0,687472000.0,72389000.0,153289000.0,491020000.0,330982000.0,296904000.0,1509836000.0,188944000.0,212573000.0,25552000.0,163392000.0,126319000.0,BLDI,2025,3481000.0,305129000.0
921807000.0,600457000.0,1790000.0,374848000.0,210904000.0,597634000.0,210585000.0,1232471000.0,162807000.0,187476000.0,37163000.0,125644000.0,97362000.0,BLDI,2024,272778000.0,298199000.0
744551000.0,416389000.0,2676000.0,582896000.0,139445000.0,514549000.0,139223000.0,1009463000.0,2007000.0,25246000.0,39763000.0,-37756000.0,-31540000.0,BLDI,2023,497604000.0,258000.0
,,,,,,,1083798000.0,20443000.0,38361000.0,19654000.0,789000.0,968000.0,BLDI,2022,,
1227146000.0,1210343000.0,697672000.0,170432000.0,937937000.0,4026000.0,290193000.0,523785000.0,382339000.0,385048000.0,4025000.0,378314000.0,344726000.0,ARYT,2025,0.0,
225386000.0,207893000.0,24090000.0,119883000.0,101363000.0,5071000.0,-31590000.0,126536000.0,64914000.0,66915000.0,764000.0,64150000.0,59677000.0,ARYT,2024,163000.0,0.0
91853000.0,83136000.0,17390000.0,27250000.0,52600000.0,3464000.0,-79853000.0,57883000.0,12610000.0,13899000.0,478000.0,12132000.0,10685000.0,ARYT,2023,325000.0,163000.0
64552000.0,54338000.0,8027000.0,10588000.0,50526000.0,4185000.0,-81845000.0,36364000.0,9523000.0,10782000.0,388000.0,9135000.0,8276000.0,ARYT,2022,325000.0,488000.0
,,,,,,,,,,,,,ARYT,2021,,813000.0
3898085000.0,1811568000.0,260715000.0,1044935000.0,753152000.0,2260746000.0,-290659000.0,959082000.0,186737000.0,196625000.0,31454000.0,155283000.0,94470000.0,LUZN,2025,511779000.0,1696230000.0
2545726000.0,1713785000.0,594500000.0,752734000.0,608000000.0,1037410000.0,-349326000.0,843020000.0,88201000.0,98558000.0,51498000.0,36703000.0,2208000.0,LUZN,2024,204187000.0,791921000.0
2205765000.0,1575000000.0,274098000.0,940742000.0,571048000.0,1012446000.0,-311732000.0,897352000.0,189916000.0,200699000.0,42790000.0,147126000.0,106097000.0,LUZN,2023,408611000.0,558688000.0
1578438000.0,1159832000.0,143238000.0,687337000.0,402352000.0,665877000.0,-418248000.0,886697000.0,117713000.0,127876000.0,36123000.0,81590000.0,40154000.0,LUZN,2022,251436000.0,382264000.0
,,,,,,,,,,,,,LUZN,2021,,
1678731000.0,295395000.0,138903000.0,175841000.0,461325000.0,1054022000.0,95574000.0,198386000.0,59612000.0,117878000.0,76423000.0,-16811000.0,-19554000.0,ZPRS,2025,82463000.0,841954000.0
1492863000.0,158825000.0,112693000.0,133096000.0,479712000.0,875248000.0,115128000.0,196743000.0,169461000.0,229393000.0,79427000.0,90034000.0,82409000.0,ZPRS,2024,61111000.0,721183000.0
1563687000.0,181328000.0,109655000.0,134686000.0,413989000.0,950802000.0,32719000.0,243107000.0,445764000.0,499820000.0,76818000.0,368946000.0,297617000.0,ZPRS,2023,59733000.0,806270000.0
1499969000.0,226779000.0,152366000.0,333271000.0,126316000.0,962561000.0,-264898000.0,249912000.0,-53654000.0,-17681000.0,52506000.0,-106160000.0,-62220000.0,ZPRS,2022,154043000.0,735852000.0
,,,,,,,,,,,,,ZPRS,2021,,
112917000.0,84889000.0,67700000.0,22163000.0,73221000.0,6817000.0,-90748000.0,52225000.0,9919000.0,11457000.0,2209000.0,7710000.0,7633000.0,BWAY,2025,,
94316000.0,79670000.0,69345000.0,15346000.0,62313000.0,5624000.0,-98381000.0,41016000.0,4975000.0,6746000.0,1516000.0,3459000.0,2921000.0,BWAY,2024,,
62972000.0,55465000.0,10520000.0,9761000.0,41581000.0,471000.0,-101302000.0,31785000.0,-3898000.0,-2561000.0,48000.0,-3946000.0,-4197000.0,BWAY,2023,,
64477000.0,58089000.0,47581000.0,8141000.0,45397000.0,488000.0,-97105000.0,27177000.0,-12988000.0,-11454000.0,46000.0,-13034000.0,-13349000.0,BWAY,2022,,
,,,,,,,,,,,,,BWAY,2021,,
2231952000.0,727136000.0,23517000.0,803056000.0,1007695000.0,602498000.0,375603000.0,166646000.0,-10661000.0,-9165000.0,1883000.0,-12544000.0,-11902000.0,DUNI,2025,539153000.0,0.0
1959714000.0,576514000.0,22971000.0,693361000.0,1029227000.0,539671000.0,400417000.0,174841000.0,39467000.0,40634000.0,1293000.0,38174000.0,30343000.0,DUNI,2024,457622000.0,34658000.0
1948221000.0,733180000.0,22375000.0,742016000.0,995959000.0,543073000.0,370074000.0,308433000.0,10185000.0,11429000.0,10666000.0,-481000.0,485000.0,DUNI,2023,493042000.0,10000000.0
1910891000.0,637571000.0,29529000.0,637246000.0,1005954000.0,448464000.0,371720000.0,207225000.0,64677000.0,65703000.0,3847000.0,60830000.0,62687000.0,DUNI,2022,379828000.0,44172000.0
,,,,,,,,,,,,,DUNI,2021,,
1032400000.0,369484000.0,5754000.0,331157000.0,562510000.0,68956000.0,-265966000.0,458732000.0,71456000.0,89978000.0,5413000.0,66043000.0,41047000.0,ASHO,2025,51938000.0,
767715000.0,291145000.0,14542000.0,260212000.0,430114000.0,88819000.0,-263991000.0,393590000.0,56204000.0,72398000.0,4606000.0,51598000.0,27817000.0,ASHO,2024,67970000.0,
680555000.0,270243000.0,4969000.0,236522000.0,396644000.0,90993000.0,-270489000.0,326681000.0,41219000.0,53819000.0,7305000.0,33914000.0,12686000.0,ASHO,2023,84465000.0,
594813000.0,239639000.0,10655000.0,180882000.0,383600000.0,74616000.0,-263497000.0,315870000.0,21497000.0,33298000.0,4139000.0,17358000.0,-3610000.0,ASHO,2022,66661000.0,0.0
,,,,,,,,,,,,,ASHO,2021,,1259000.0
1450794000.0,254813000.0,171160000.0,226531000.0,112004000.0,1265860000.0,-109332000.0,28569000.0,-1804000.0,14700000.0,36684000.0,-38488000.0,-32273000.0,PRIM,2025,161871000.0,927565000.0
384368000.0,142213000.0,91142000.0,88952000.0,37026000.0,337911000.0,-77400000.0,13201000.0,-4402000.0,4076000.0,15339000.0,-19741000.0,-11131000.0,PRIM,2024,81874000.0,220630000.0
277590000.0,70452000.0,30370000.0,58269000.0,46703000.0,172163000.0,-66603000.0,10216000.0,-10151000.0,-3677000.0,11764000.0,-21915000.0,-19505000.0,PRIM,2023,4778000.0,150839000.0
258557000.0,34456000.0,27565000.0,10249000.0,62269000.0,193509000.0,-47279000.0,6279000.0,-9433000.0,-3156000.0,13726000.0,-23159000.0,-20091000.0,PRIM,2022,3602000.0,178389000.0
,,,,,,,,,,,,,PRIM,2021,,
1598099000.0,1078539000.0,41421000.0,521822000.0,428083000.0,529111000.0,343885000.0,1859445000.0,11781000.0,146927000.0,34494000.0,-22713000.0,-48644000.0,TDRN,2025,47796000.0,403571000.0
1646562000.0,1047701000.0,51694000.0,580024000.0,480662000.0,446744000.0,397416000.0,1931580000.0,69102000.0,204973000.0,28984000.0,40118000.0,17093000.0,TDRN,2024,38346000.0,345302000.0
1516590000.0,894845000.0,39127000.0,526972000.0,510169000.0,362657000.0,409749000.0,1954542000.0,160861000.0,211687000.0,25436000.0,135425000.0,96213000.0,TDRN,2023,100121000.0,228142000.0
1642006000.0,1053841000.0,120836000.0,792871000.0,412629000.0,409040000.0,342476000.0,2281590000.0,158538000.0,201166000.0,14941000.0,143597000.0,87235000.0,TDRN,2022,227699000.0,136541000.0
,,,,,,,,,,,,,TDRN,2021,,
2658364000.0,1601923000.0,500850000.0,1340027000.0,533650000.0,971413000.0,763657000.0,4138004000.0,165527000.0,301254000.0,57216000.0,108311000.0,50088000.0,MLTH,2025,443208000.0,241424000.0
2504007000.0,1483387000.0,468536000.0,1146800000.0,495167000.0,938376000.0,711628000.0,3781339000.0,174927000.0,285829000.0,58242000.0,116685000.0,59038000.0,MLTH,2024,321200000.0,320179000.0
11675434000.0,10880751000.0,368356000.0,5784203000.0,3144592000.0,731529000.0,3358560000.0,3028947000.0,140291000.0,251529000.0,58828000.0,81463000.0,315804000.0,MLTH,2023,252616000.0,402249000.0
11292739000.0,2232818000.0,1075075000.0,1684688000.0,2989821000.0,4276059000.0,3040520000.0,2704086000.0,93635000.0,212929000.0,24425000.0,69210000.0,356912000.0,MLTH,2022,865197000.0,3333634000.0
,,,,,,,,,,,,,MLTH,2021,,
5583264000.0,2479280000.0,132133000.0,2027548000.0,1493638000.0,2639609000.0,,581836000.0,133539000.0,135912000.0,115014000.0,18525000.0,15417000.0,CRSR,2025,760612000.0,1878997000.0
4407917000.0,1525467000.0,101923000.0,1172945000.0,1410875000.0,2154053000.0,,663618000.0,232850000.0,235702000.0,79594000.0,153256000.0,119083000.0,CRSR,2024,511520000.0,1642533000.0
3753242000.0,1243424000.0,155698000.0,914318000.0,1282421000.0,1743822000.0,,456507000.0,87847000.0,90579000.0,73468000.0,14379000.0,15894000.0,CRSR,2023,328237000.0,1415585000.0
3235041000.0,981450000.0,222101000.0,831856000.0,1274971000.0,1303380000.0,,748503000.0,198782000.0,200853000.0,63495000.0,135287000.0,109205000.0,CRSR,2022,316123000.0,987257000.0
,,,,,,,,,,,,,CRSR,2021,,
